,input,answer,predict
747,1時間ぐらい前に,えー,覚えーん
392,1時間ぐらい前に,一時間もですか,ああですね
18662,1時間ぐらい前に,あへー,あはっ
13790,1泊泊まって,へえ,あー
14958,1泊泊まって,あ,へえ
3758,1番っていわれるとわたくしはちょっと戸惑ってしまいます,あーそーですか,あーそうです
264,1番っていわれるとわたくしはちょっと戸惑ってしまいます,うーん,家事そう忙しそう
11509,1番っていわれるとわたくしはちょっと戸惑ってしまいます,あはいそうなんですか,お城ですか
13275,20代だいぶ昔の話ですけれども,あはい,ほうほうほうーですかーへーいいです
13051,20代だいぶ昔の話ですけれども20代の後半に,あ,あーはははあはあ
2306,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですが,あはいあそうなんですね,そうめでとうございます
5867,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですが,ええああ女子,あえ
2122,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですが,ええあー,あ戦争中だったんですね
532,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですが,へーはい,着付け
16999,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に,あー,ええ
15606,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に,あー,うあそうなんですね
18646,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の,あ,そそうそうなんですね
4313,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の,ああ,ねことですね
8582,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に,あー,へえ
17508,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうと,いいですね,えーえ
13988,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうと,あ,あっ
2875,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうと,あー,あえ
9316,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の,いいですね,うーん
16386,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の,軽井沢に,あ高校の時に
2588,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の,うーん,お孫さん達に
1103,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の旅行に,旅行,あ大丈なんですか
6402,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の旅行に行こうということに,あ,えへー区の大会に出る
18425,20年代戦後間もない,二十年代戦後ですね,あははははは
6927,20年代戦後間もない頃ですが,そうですよね,あはですね
109,20年代戦後間もない頃ですが,あーはいはい,あはははははは
7065,2つのおはじきの,ああ,あーパン屋さん
2430,2つのおはじきの,ええええええああああ,手ーはいーそうなんですね
16127,2つのおはじきのあいだを,あはい,あそうですか
7897,2つのおはじきのあいだを,指でうん,あご旅行なんですね
10495,2つのおはじきのあいだを,あーそうでしたね,あ三十分歩かれるんですね
19226,2つのおはじきのあいだを,あーはいはいはい,そうなんですねうーん
2658,2つのおはじきを,はいうん二つの,あーそうです
14369,2人して何かあのー計画しあのー,うんわーうーん,あなんですか
9030,2人して何かあのー計画しあのー,はいはいへー,そうったり合った
8521,2年で辞めまして,はいあ,はいなんだはい
5952,2年で辞めまして,そうなんですか,えへー区の大会に出る
17796,2年で辞めまして,えっ,そそうそうなんですね
18854,2年で辞めまして,あはい,あぜひ
12667,2年で辞めまして,あーはい,そうですね
2034,2年で辞めまして,ええあはい,うー
15811,2年で辞めまして,あーそうだったんですか,わあーそうですか
18630,2年で辞めまして,はいあーそうだったんですか,うーん
18852,2年で辞めましてその後,そうなんですか,そうなんですね
14699,2年で辞めましてその後文化服装学院の大学の,あはい,うーんほんと
13033,2年で辞めましてその後文化服装学院の大学の方に入りまして,そちらのほうにええ,あはまったんですねでも
12911,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で,ああ,へーはい
8236,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,あーそうなんですねー,それからあ
8901,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,へー凄い,へえ
17440,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,ええ凄いですね,凄ーん
17729,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,あデザイン科で勉強されて,あーんそうですね
9422,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして4年間そこに行きました,あ,あっふっふ
12470,2年連続,はい二年連続で,そーです
71,2本のうち1本当たりましたので,やっ凄いですー視力がいいんですね,そうですね
10981,2本のうち1本当たりましたので,わっ素晴らしい,馬
19907,2本のうち1本当たりましたので,あっわー凄いですね,あ大丈夫ですか
13662,2本のうち1本当たりましたので,わーす素晴らしいですねー,あえええヨット
16470,2本のうち1本当たりましたので,あー良かったです,あえいいお孫さんですねー
16583,2本のうち1本当たりましたので,わー凄いですね,あえ
359,2本のうち1本当たりましたので,あ,へーん
8418,2本のうち1本当たりましたので,へー,うーん
6229,2泊,二泊,やわらぐへー
11610,2泊,二泊,そうですね
7089,2泊,わーそうですかー,ええあはい
9283,2泊泊まってそれで,あ,はいっそうそうはい
247,2泊泊まってそれで,へえ,覚えーん
2200,2泊泊まってそれで年末の,泊まられて,やらはすね
6257,2泊泊まってそれで年末の31日に,あ,ああ
16153,2泊泊まってそれで年末の31日に父親が,年末から,あーはい
15102,2泊泊まってそれで年末の31日に父親が,えっそんなに,はいそれから
3909,2泊泊まってそれで年末の31日に父親が迎えに来て帰って,あー,うんうんうん人懐っこい
2860,300メートルばかり,ええ,ほ
590,30人,ほー,あー瞬ーそうあんです
6141,30人,ええ,そうはははっ
2890,30人,はいあー,あはは
11196,30人,三十人も,あーそですね
10799,30人,はー,そうです
17450,30人,えっ,あそうなんですね
12813,30人,あ,はーあはい
18033,30人,えっ三十人も,そうでんですね
18073,30人,うーん,うーん
7583,30人,ほー,はいっそうそうはい
18865,30人,三十名で,ああ
929,31日に,そうですよね,行きー
2478,31日に帰っていくのですが,あー,えー
18447,31日に帰っていくのですが,へえ,あ
13743,31日に帰っていくのですが,あーそうだったんですねー,ハゼうか
3356,31日に帰っていくのですが私は,はあ,は頑張ってください
11790,31日に帰っていくのですが私は,そうなんです,そうなん
9251,31日に帰っていくのですが私はその子と会うのがとても楽しみで,ええええええええそうですよね,へえ
14920,31日に帰っていくのですが私はその子と会うのがとても楽しみで,そうですね楽しいですね,あーそうなんですね
1141,31日に帰っていくのですが私はその子と会うのがとても楽しみで,うんあそうなんですか,ほうーんすごい一番
10919,31日に帰っていくのですが私はその子と会うのがとても楽しみで,可愛い,是非ーん
19637,31日に帰っていくのですが私はその子と会うのがとても楽しみで,そうですね,あそうなんですね
13678,39年ですけれども,三十そうですねはい,はいはーあうんうんうんうん
16703,39年ですけれども,よん三十九年ですかねええ,あーはい
4223,3人とも勤め先が違いますので,あーはい,へーんあー
3899,3人とも勤め先が違いますのでえーとどこの駅でしたか集合ということで急行電車に,待ち合わせして,偉ー
8194,3年間の,良かったですね,そうですよね
8975,3年間の,凄い,あええ
6717,3年間の付き合いを持って,はぁー,あえ
11976,3年間の付き合いを持って,へえ,あーそんですか
12298,3年間の付き合いを持って,やりましたねええ,そうなん方と
6057,3年間の付き合いを持って,うーん,ああ
13017,40代の,大正琴三十年やってるんですか,そうですね
7478,40代の,えー三十,あーはいですよね
13728,40代の,凄い,はいはーあうんうんうんうん
884,40代の終わりから,あーはいはい,うー
8420,40代の終わりから現在まで,あ,うんえあっへー夢ですかまたええはい
2162,40代の終わりから現在まで,わーずーっと,あーやっあ
12373,40代の終わりから現在まで,へえ,あーいいですか
11484,40代の終わりから現在までえー,今まで,そうですよね
5276,40代の終わりから現在までえーやってます,あーお好きなんですね,そうですよね結構って結構力ありますもんね
9151,40代の終わりから現在までえーやってます,そんなに長くですか,へえ
5860,40代の終わりから現在までえーやってます,あーはいはい,あやみんですね
1840,40代の終わりから現在までえーやってます,はいそうですか,はそりですか
14715,40代の終わりから現在までえーやってます,あっはー長いですね,そう
15276,40代の終わりから現在までえーやってます,すごいですねー,へえ
13367,40分の,特にええええ,そうですね
6237,40分の道のりですのでね,ええそうですね,わえ
2033,40分の道のりですのでね,ええうん結構長いですね,ああそうなんですね
12745,40分の道のりですのでね,ええ長いですね,あー
16655,40分の道のりですのでね,うーんそうですね結構ありますもんね,あーはい
12783,40分の道のりですのでね,うーん長いですね,あはまったんですねでも
9882,4かぐらいは,もうええ,へえ
18130,4かぐらいは,はい四日も,うーん
8065,4年の所を優待生で,えー,入社はですね
10160,4年の所を優待生で,あ,そうですね
18306,4年の所を優待生で3年間で,へえ,あうん良かったですはい
3924,4年の所を優待生で3年間で,えっ優待生,ああーはいはいはい
11501,4年の所を優待生で3年間で,はー,あ
19649,4年の所を優待生で3年間で,ああ,そうあ
11552,4年の所を優待生で3年間で終了させていただきまして,すごいですねー3年,あっそうですね
17501,4年の所を優待生で3年間で終了させていただきまして,へー,うーそうなんですね
11369,4年の所を優待生で3年間で終了させていただきまして,えー素晴らしい,是非ーん
1440,4年の所を優待生で3年間で終了させていただきまして,凄い優秀ですね,はそりですか
7904,4年の所を優待生で3年間で終了させていただきまして,凄いうん,巡りわぁーお遍路
11797,4年の所を優待生で3年間で終了させていただきまして,わー凄いですね,あ
8219,4年の所を優待生で3年間で終了させていただきまして,まーあそうなんですね,そう最近ではどうですか
7790,4年の所を優待生で3年間で終了させていただきまして,うわーはいわー凄い,そううんあいいですようーんうんうーん
18095,4年の所を優待生で3年間で終了させていただきまして,凄いはい,あー凄なんですか
16397,4年の所を優待生で3年間で終了させていただきまして,はい,いろんな色をうーん
474,4年の所を優待生で3年間で終了させていただきまして,へー凄いはい,ええいいです
15766,4年の所を優待生で3年間で終了させていただきまして彼女も,さすがうん,そうーん
675,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生の,あ,うー
335,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いを,そうなんですね,あお疲れ様です
15644,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,あはい,あ来られる時が
19385,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,へえ,あ
8750,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,えー同じように,お元気んですか
11826,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,わー優秀なんですね,あーそんですか
734,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,やー同じ道ですね,あーすごーい
4299,4泊泊まって,あーはいはい,偉ー
4889,4泊泊まって,ああああ凄い,あ読んだりですねうんうんうん
12161,4泊泊まって,四泊ですか,うーん
17760,4泊泊まって,凄く長くなったんで,あー
1992,4泊泊まって,あ,そうなんですかへー
15420,4泊泊まって,あはい,あえいいお孫さんですねー
15589,4泊泊まって,あ四泊も,はいお二人で
7277,4泊泊まって,うわーすごい4泊,あはですね
15995,5センチ10センチぐらいづつに,あっはい,凄ですねうんうん
16247,5センチ10センチぐらいづつに刻んで,そうですね,いろんな色をうーん
13001,5センチ10センチぐらいづつに刻んで,あー,あーはははあはあ
9345,5センチ10センチぐらいづつに刻んで,はい少しづつですね,へーんあーそうですかうーん
4988,5センチ10センチぐらいづつに刻んでま適当ですけれども,高さなんですねうーん,お孫さん達に
4704,60年間,えっ,あー
15824,60年間やっていますので,えーえー,ああお医者さんごっこ
7998,60年間やっていますので,うわーすごいですねー,へですね
8306,60年間やっていますので,はあ,へはー凄いですね
9901,60年間やっていますので,六十年やってるんですか,へえ
689,60年間やっていますので,あっ凄い長いですね,あはいございですか
18155,60年間やっていますので,あそんなに長く,うーおお
8889,60年間やっていますので,へー六十年も,あえ
218,60年間やっていますので,わあ,うんーですねね
709,60年間やっていますので,すごく,そうでん
6706,60年間やっていますので,ええ,えー大変むつかし
907,60年間やっていますので,六十年もですか,そう
10692,6年前,あ六年前に,そーですねー
19185,6年前,六年前ですか,あ
10194,6年前,えっ,そうですね
3508,6年前,えっ,あーそうです
2953,6月に,はい,へえ
2477,88とか90歳ってことはおお祝いをしますよね,あーはいはい,ああー面白いですねー
14997,88とか90歳ってことはおお祝いをしますよね,あはいはいしますします,わかり言いますよねー
986,88とか90歳ってことはおお祝いをしますよね,はいあーそうですね,ふあ
19249,88とか90歳ってことはおお祝いをしますよね,そうですよね,そうあ
5514,88とか90歳ってことはおお祝いをしますよね,うんしま,えーえーえーへぇー
11386,88とか90歳ってことはおお祝いをしますよねそう,しますねー,あーいいうねー
2321,88とか90歳ってことはおお祝いをしますよねそういうのを,しますね,そうですね
4554,88とか90歳ってことはおお祝いをしますよねそういうのを,します,あー
12755,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,え,ああ
630,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あー,手ーはいーそうなんですね
18782,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あーそうなんですかー,うー今でも女の子の憧れですもんね
17003,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あそうなんですか,あーはい
11001,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あそうですか,あ
1802,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あなんでですか,あはい
8927,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,ええあそうなんですかー,へえ
19941,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あっそうなんですか,あーい
13550,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あそうなんですか,あっそーですよねー
3341,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,えーどうしてでしょうか,あそうですね
11453,8年ぐらいは,あそうですか,ああ
11129,8年ぐらいは,ああ,あそれは痛いですよね
4404,8年ぐらいは,ええああ,あー
7572,8年ぐらいは,八年ですか,あっふっふ
13058,8年ぐらいは,うーんはい,へえ
207,8歳くらいまでは色々何か,えうん,いい
16991,8歳くらいまでは色々何かおっかないような,はあ,あうーんガーデニングですね
467,8歳くらいまでは色々何かおっかないような感じが,あはっは,えあ
61,8歳くらいまでは色々何かおっかないような感じがしたりする,そうですね,はいそうと思います
14688,8歳くらいまでは色々何かおっかないような感じがしたりする,あー,あっ
10849,8歳くらいまでは色々何かおっかないような感じがしたりする,あそうなんですか,そうです
4524,8歳くらいまでは色々何かおっかないような感じがしたりする,はいそうですね,ああーはいはいはい
8568,8歳くらいまでは色々何かおっかないような感じがしたりする,あー,うーん
2111,8歳くらいまでは色々何かおっかないような感じがしたりすることも,うーん,あ軍人ですはい
10681,8歳くらいまでは色々何かおっかないような感じがしたりすることも,小さいから,馬
12800,8歳くらいまでは色々何かおっかないような感じがしたりすることも,そうですよね,あっそーですよねー
6233,8歳くらいまでは色々何かおっかないような感じがしたりすることも,あーそうかもしれないですねーうーん,ああっそうですかーわかりましたかー
18419,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,そうですよね,はいあふれるぐらいにお描きなったんですね
17873,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,えーええ,うーん
16486,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,はいありましたありました,あ高校の時に
353,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,そうですね,いえーん
1004,あ,ええはいあとはうんはい,あははっうん
2406,あ,うんうーんなんでしょうかね,そうめでとうございます
15960,あうなる,なれたらいいなって,できへ
5765,あうなることができたら,そうです,あーパン屋さん
15082,あうなることができたら,ええなれたらいいですよねー,あー
10895,あうなることができたら,そうです,あ三十分歩かれるんですね
298,あうなることができたらそれがいいんではないかなと,そうですよね,うんーですねね
16673,あうなることができたらそれがいいんではないかなと,うーん,凄ーそうなんですええええ
15274,あうなることができたらそれがいいんではないかなと,そうですねー,ああお医者さんごっこ
2698,あうなることができたらそれがいいんではないかなと,はあそうですね,あーんえー
18666,あうなることができたらそれがいいんではないかなと,そうですそれ,へ
6033,あうなることができたらそれがいいんではないかなと,いいですよねー,ああっそうですかーわかりましたかー
8711,あうなることができたらそれがいいんではないかなと思ったりしております,はいほんとですね,あーんそうですね
16446,あうなることができたらそれがいいんではないかなと思ったりしております,はいそうなんですね,割ー制があったんですか
15283,あうなることができたらそれがいいんではないかなと思ったりしております,一番いいことですええはい,あえ
10491,あうなることができたらそれがいいんではないかなと思ったりしております,そうですはいはい,そうなんですねえええ
15344,あうなることができたらそれがいいんではないかなと思ったりしております,はいはい,あ来られる時が
5447,あうなることができたらそれがいいんではないかなと思ったりしております,うんそうですよね,う何よりですよね
8093,あきらめていましたので,あー,うえ
4130,あきらめていましたので,えー諦めてらしたんですか,えーうーん
7177,あきらめていましたので,うーんうん2か月たってるから,あはですね
12869,あきらめていましたので,そうですよね,あなんですか
770,あきらめていましたので,そうですよね,はいーいいですね
6865,あきらめていましたので,あーはいはいはいはい,あーパン屋さん
8641,あげたいと言って,へー,ええ機械編みでですか
8692,あげたいと言って,そーですかー,読書たですね
15491,あげたいと言って,あーそうですかー,あうーんガーデニングですね
7830,あげられる,る,そうったり合った
16988,あげられる自分で最後まで元気でいたいです,あーでもすごいいいことですよねー素晴らしいこと,あーそうなんです
631,あげられる自分で最後まで元気でいたいです,はーそうですか,あなすね
1678,あげられる自分で最後まで元気でいたいです,あ素晴らしいですね,えー
1463,あげられる自分で最後まで元気でいたいです,そうですよねー,えっへ
17908,あげられる自分で最後まで元気でいたいです,あーはいそうですね,えーえ
7743,あげられる自分で最後まで元気でいたいです,そうですね,うえ
326,あげるようにと,えー,へえ
8266,あげるようにと,うーん,うーん
2142,あげるようにと,そうなんですか,そうなんですかへー
3734,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,ああはい,野球はい
30,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あはっあーそうなんですね,手ーはいーそうなんですね
9735,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,うーんええ,良かって
17075,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,ええ,あなんですね
8441,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,手をかけて,ええ機械編みでですか
11307,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あー,はいえそうですね
13675,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あーはいはいはい,ほうほうほうーですかーへーいいです
3825,あげるようにと思ってあっち動かしたりこっち動かしたりしながらそのー鉢,やってみえるのねうんうんうん,あえ
4851,あげるようにと思ってあっち動かしたりこっち動かしたりしながらそのー鉢,そうか,えあ
13191,あそれは,難しいかもしれない,素晴らしいですへー
17446,あそれは,進行,割ー制があったんですか
9413,あそれはちょっと,うーん,嘘なんですか
3938,あそれはちょっとわたくし,そうですよねー,お孫さん達に
14052,あそれはちょっとわたくし,へへっそうですね,わーそうなんですね
3986,あたくしの住まいが,はいお住まいは,いいはは
14516,あたくしの住まいが渋谷区の代々木上原なんですね,はい代々木上原,あっ
16816,あたくしの住まいが渋谷区の代々木上原なんですね,あ代々木上原はい,そうーん
17916,あたくしの住まいが渋谷区の代々木上原なんですね,はい代々木上原なんですね,へ
314,あたくしは,ふーん,家事そう忙しそう
13660,あたくしは,ええ,あーそうはいんがたんですね
4739,あたしは娘に,なるほど,あ読んだりですねうんうんうん
6726,あたしは娘に感謝しています,そうなんですね,そうですよね結構って結構力ありますもんね
16078,あたしは娘に感謝しています,はいそう思います,あー
4710,あたしは娘に感謝しています,ほんと親孝行ですね,ほ
7608,あたしは娘に感謝しています,あー,あー先生ですか
3270,あたしは娘に感謝しています,はええそうですか,そうあそうなんですね
11317,あたしは娘に感謝しています,凄いはい,あー力ねあれ結構体力いりますから
5964,あたら何か仕事がを,うん行っておられる,えーえーえーへぇー
14155,あたら何か仕事がをしたいということで登録をしておりまして,あっそーなんですねー,ああ
19113,あたら何か仕事がをしたいということで登録をしておりまして,あはい,陶芸ぁ
9739,あたら何か仕事がをしたいということで登録をしておりまして,あ登録されたんですね,あえ
2092,あたることもありましたけれども、,ええ,そうなんですかへー
1118,あたることもありましたけれども、,えー,そうですね
18840,あたることもありましたけれども、,わぁ,へー
2731,あたることもありましたけれども、,ああああええええ,そうーそっかー
3664,あたることもありましたけれども、百メートル,それはちょっと,あーあはい
2914,あたることもありましたけれども、百メートル,あー危ない,あーあはい
11549,あたるんですけれども,ああはい,そうです
10968,あたるんですけれども,はーはいはいはい,あー
17302,あっ,おー,はいそれから
498,あっ,あ今しょうが,うそうですーうですねー大切ですよねー
16173,あっえー,うんうんありました,凄ーそうなんですええええ
10179,あっえー自宅は,小学生はい,あそれは痛いですよね
16610,あっえー自宅はあー小学校のあー生まれたところは,生まれたところは,できへ
16301,あっそれはちょっと大きすぎますねちいちゃい頃ですねちいちゃい,あはははっは,あーそうなんですか
7695,あって,あええ,へーんあーそうですかうーん
13892,あっもう出たら若松町方面にあのー出口出るんだなっと思ってそいで左に行ってそれからあのー,はいあはっはい,あっー
4795,あっもう出たら若松町方面にあのー出口出るんだなっと思ってそいで左に行ってそれからあのー,あはは,あ
2628,あっ行くわよっていう,あー,あー
15415,あっ行くわよっていう返事を,あははは,そう残りますよ
1473,あっ行くわよっていう返事を,あ,あー合格されたんですね
543,あっ行くわよっていう返事を,はーそうなんですね,うなんですか
7532,あっ行くわよっていう返事をいただいたので,あーあそうなんですね,へえ
16881,あと,塗り絵ゴム飛び缶蹴り,知らし
956,あと,あとは,あーそーなですねー
4035,あとあー,ほかにも趣味が,へーそれは良かったですね
2910,あとなんせイギリスの子供と,そうですね,ほ
9071,あとなんせイギリスの子供と,そうですね,はいなんだはい
14141,あとなんせイギリスの子供と,あっ,素晴らしいですへー
12736,あとなんせイギリスの子供と会える,そうですね,あそうですんですか
10634,あとなんせイギリスの子供と会える,あーはいはい,そうですよね
15378,あとなんせイギリスの子供と会える,そーですね,あー
7626,あとなんせイギリスの子供と会えることが,楽しみですねー,うそう嬉しいですね
11226,あとなんせイギリスの子供と会えることが,そうですね,あーそんですか
2314,あとなんせイギリスの子供と会えることが,あそうですねそうですね,家事そう忙しそう
14898,あとなんせイギリスの子供と会えることが,楽しみですね,あーそうなんですかー
12145,あとなんせイギリスの子供と会えることが,あーあ,あ三十分歩かれるんですね
19056,あとなんせイギリスの子供と会えることが,ええ,あうん良かったですはい
2577,あとは,うーん,あーん
19500,あとは,へえ,へー
19661,あとは,はいあとはどうでしょうか,んー
3542,あとは,あとは,あーんそうそれが
13247,あとは,そういううーん,わかり言いますよねー
9521,あとは,あとは,はいなんだはい
16021,あとは,ちょっと時間を潰して,そうな
11326,あとは,あとは,あーそんですか
4977,あとは,あとははいどうでしょうか,あーん
1265,あとは,あとは,んー
13297,あとは,あとは,わかり言いますよねー
629,あとは,そうなんですねうん,整理うんはっ
542,あとは,いい運動になりますよ,着付け
11288,あとは,あとは,あバスでですね
10826,あとは,凄いですね,あーそんですか
5047,あとはあの大学を卒業してからですね,ああ,う何よりですよね
3056,あとはあー左上から,左上から右下に,は頑張ってください
17837,あとはあー左上から右下に向けて斜めいっぱいにね,うんあ,あそうなんですね
707,あとはお友達と,あとは,鳥ーん
8892,あとはお友達とお食事会に,ああ,読書たですね
9203,あとはお友達とお食事会に行く,あーはいはい,そういうことが好きなんですね
3408,あとはお友達とお食事会に行く,いいですねー,あーそうです
6249,あとはお友達とお食事会に行く,あ,ええ
6643,あとはお友達とお食事会に行く,あ食事会,うっ自分でやってみえたんですね
12183,あとはお友達とお食事会に行くそれから,楽しいですよねうんうん,そうなんです
18102,あとはお友達とお食事会に行くそれから,あお食事ですね,そうなんですね
6930,あとはお友達とお食事会に行くそれから,あーはいはいうん,そうますかね
3814,あとはお友達とお食事会に行くそれから,あっはい,あーあはい
201,あとはお友達とお食事会に行くそれからえーと旅行ですね,はあ,いえーんええ
6859,あとはお友達とお食事会に行くそれからえーと旅行ですね,あ,良かったですねはい
