,input,answer,predict,bleu
53,1日中家にいながらもあのやっておりまして,へえ,あーはいはい,1.2213386697554703e-77
54,1日中家にいながらもあのやっておりまして,あっ,あーはいはい,1.2213386697554703e-77
55,1時間ぐらい前に,あへー,そうなんですか,8.38826642100846e-155
56,1時間ぐらい前に,一時間もですか,そうなんですか,8.38826642100846e-155
57,1時間ぐらい前に,えー,そうなんですか,8.38826642100846e-155
58,1泊泊まって,へえ,はい,0.0
59,1泊泊まって,あ,はい,0.0
60,1番っていわれるとわたくしはちょっと戸惑ってしまいます,あはいそうなんですか,あそうなんですね,0.537284965911771
61,1番っていわれるとわたくしはちょっと戸惑ってしまいます,あーそーですか,あそうなんですね,0.537284965911771
62,1番っていわれるとわたくしはちょっと戸惑ってしまいます,うーん,あそうなんですね,0.537284965911771
63,20代だいぶ昔の話ですけれども,あはい,はいはい,1.5319719891192393e-231
64,20代だいぶ昔の話ですけれども20代の後半に,あ,へえ,0.0
65,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですが,あはいあそうなんですね,ええあえええああ,7.183445846156676e-155
66,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですが,ええあー,ええあえええああ,7.183445846156676e-155
67,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですが,ええああ女子,ええあえええああ,7.183445846156676e-155
68,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですが,へーはい,ええあえええああ,7.183445846156676e-155
69,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に,あー,あー,1.821831989445342e-231
70,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に,あー,あー,1.821831989445342e-231
71,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の,あ,あ,1.821831989445342e-231
72,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の,ああ,あ,1.821831989445342e-231
73,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に,あー,あー,1.821831989445342e-231
74,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうと,いいですね,いいですね,1.2213386697554703e-77
75,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうと,あー,いいですね,1.2213386697554703e-77
76,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうと,あ,いいですね,1.2213386697554703e-77
77,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の,軽井沢に,いいですね,1.2213386697554703e-77
78,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の,いいですね,いいですね,1.2213386697554703e-77
79,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の,うーん,いいですね,1.2213386697554703e-77
80,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の旅行に,旅行,あ,0.0
81,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の旅行に行こうということに,あ,あ,1.821831989445342e-231
82,20年代戦後間もない,二十年代戦後ですね,っふふふふふっふふんんふっふへ,0.0
83,20年代戦後間もない頃ですが,そうですよね,あっですか,1.384292958842266e-231
84,20年代戦後間もない頃ですが,あーはいはい,あっですか,1.384292958842266e-231
85,2つのおはじきの,ああ,うやる,0.0
86,2つのおはじきの,ええええええああああ,うやる,0.0
87,2つのおはじきのあいだを,あーそうでしたね,うーんはいはい,1.133422688662942e-154
88,2つのおはじきのあいだを,あーはいはいはい,うーんはいはい,1.133422688662942e-154
89,2つのおはじきのあいだを,あはい,うーんはいはい,1.133422688662942e-154
90,2つのおはじきのあいだを,指でうん,うーんはいはい,1.133422688662942e-154
91,2つのおはじきを,はいうん二つの,-,0.0
92,2人して何かあのー計画しあのー,うんわーうーん,はいはい,9.047424648113057e-155
93,2人して何かあのー計画しあのー,はいはいへー,はいはい,9.047424648113057e-155
94,2年で辞めまして,あーはい,あそうだったんですね,0.6434588841607617
95,2年で辞めまして,そうなんですか,あそうだったんですね,0.6434588841607617
96,2年で辞めまして,あはい,あそうだったんですね,0.6434588841607617
97,2年で辞めまして,はいあーそうだったんですか,あそうだったんですね,0.6434588841607617
98,2年で辞めまして,えっ,あそうだったんですね,0.6434588841607617
99,2年で辞めまして,あーそうだったんですか,あそうだったんですね,0.6434588841607617
100,2年で辞めまして,はいあ,あそうだったんですね,0.6434588841607617
101,2年で辞めまして,ええあはい,あそうだったんですね,0.6434588841607617
102,2年で辞めましてその後,そうなんですか,はい,0.0
103,2年で辞めましてその後文化服装学院の大学の,あはい,あはい,1.491668146240062e-154
104,2年で辞めましてその後文化服装学院の大学の方に入りまして,そちらのほうにええ,あそうだったんですか,0.0
105,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で,ああ,あはい,0.0
106,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,あーそうなんですねー,あそうなんですねー,0.7952707287670506
107,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,あデザイン科で勉強されて,あそうなんですねー,0.7952707287670506
108,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,ええ凄いですね,あそうなんですねー,0.7952707287670506
109,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,へー凄い,あそうなんですねー,0.7952707287670506
110,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして4年間そこに行きました,あ,あそうなんですね,1.1640469867513693e-231
111,2年連続,はい二年連続で,二年五年,7.422680762211792e-155
112,2本のうち1本当たりましたので,わっ素晴らしい,それでも,0.0
113,2本のうち1本当たりましたので,あ,それでも,0.0
114,2本のうち1本当たりましたので,やっ凄いですー視力がいいんですね,それでも,0.0
115,2本のうち1本当たりましたので,わー凄いですね,それでも,0.0
116,2本のうち1本当たりましたので,あっわー凄いですね,それでも,0.0
117,2本のうち1本当たりましたので,へー,それでも,0.0
118,2本のうち1本当たりましたので,あー良かったです,それでも,0.0
119,2本のうち1本当たりましたので,わーす素晴らしいですねー,それでも,0.0
120,2泊,わーそうですかー,て,0.0
121,2泊,二泊,て,0.0
122,2泊,二泊,て,0.0
123,2泊泊まってそれで,へえ,凄い,0.0
124,2泊泊まってそれで,あ,凄い,0.0
125,2泊泊まってそれで年末の,泊まられて,凄いですね,0.0
126,2泊泊まってそれで年末の31日に,あ,あ,1.821831989445342e-231
127,2泊泊まってそれで年末の31日に父親が,えっそんなに,あー,0.0
128,2泊泊まってそれで年末の31日に父親が,年末から,あー,0.0
129,2泊泊まってそれで年末の31日に父親が迎えに来て帰って,あー,あー,1.821831989445342e-231
130,300メートルばかり,ええ,も,0.0
131,30人,ほー,ビー玉通り,0.0
132,30人,はいあー,ビー玉通り,0.0
133,30人,ええ,ビー玉通り,0.0
134,30人,えっ,ビー玉通り,0.0
135,30人,ほー,ビー玉通り,0.0
136,30人,三十名で,ビー玉通り,0.0
137,30人,うーん,ビー玉通り,0.0
138,30人,はー,ビー玉通り,0.0
139,30人,三十人も,ビー玉通り,0.0
140,30人,あ,ビー玉通り,0.0
141,30人,えっ三十人も,ビー玉通り,0.0
142,31日に,そうですよね,夢,0.0
143,31日に帰っていくのですが,あー,あ,0.0
144,31日に帰っていくのですが,あーそうだったんですねー,あ,0.0
145,31日に帰っていくのですが,へえ,あ,0.0
146,31日に帰っていくのですが私は,はあ,そう,1.821831989445342e-231
147,31日に帰っていくのですが私は,そうなんです,そう,1.821831989445342e-231
148,31日に帰っていくのですが私はその子と会うのがとても楽しみで,うんあそうなんですか,うんうん,1.5319719891192393e-231
149,31日に帰っていくのですが私はその子と会うのがとても楽しみで,そうですね,うんうん,1.5319719891192393e-231
150,31日に帰っていくのですが私はその子と会うのがとても楽しみで,そうですね楽しいですね,うんうん,1.5319719891192393e-231
151,31日に帰っていくのですが私はその子と会うのがとても楽しみで,ええええええええそうですよね,うんうん,1.5319719891192393e-231
152,31日に帰っていくのですが私はその子と会うのがとても楽しみで,可愛い,うんうん,1.5319719891192393e-231
153,39年ですけれども,三十そうですねはい,あー,0.0
154,39年ですけれども,よん三十九年ですかねええ,あー,0.0
155,3人とも勤め先が違いますので,あーはい,あそうですね,0.0
156,3人とも勤め先が違いますのでえーとどこの駅でしたか集合ということで急行電車に,待ち合わせして,待ち合わせして,1.2213386697554703e-77
157,3年間の,良かったですね,やりますたです,9.53091075863908e-155
158,3年間の,凄い,やりますたです,9.53091075863908e-155
159,3年間の付き合いを持って,はぁー,植物の,0.0
160,3年間の付き合いを持って,やりましたねええ,植物の,0.0
161,3年間の付き合いを持って,うーん,植物の,0.0
162,3年間の付き合いを持って,へえ,植物の,0.0
163,40代の,凄い,鑑賞行かれたですか,7.57965434483665e-155
164,40代の,えー三十,鑑賞行かれたですか,7.57965434483665e-155
165,40代の,大正琴三十年やってるんですか,鑑賞行かれたですか,7.57965434483665e-155
166,40代の終わりから,あーはいはい,うーん,0.0
167,40代の終わりから現在まで,へえ,一一ですか,0.0
168,40代の終わりから現在まで,わーずーっと,一一ですか,0.0
169,40代の終わりから現在まで,あ,一一ですか,0.0
170,40代の終わりから現在までえー,今まで,あ,0.0
171,40代の終わりから現在までえーやってます,そんなに長くですか,そうですですか,1.254338396921439e-154
172,40代の終わりから現在までえーやってます,あーお好きなんですね,そうですですか,1.254338396921439e-154
173,40代の終わりから現在までえーやってます,はいそうですか,そうですですか,1.254338396921439e-154
174,40代の終わりから現在までえーやってます,すごいですねー,そうですですか,1.254338396921439e-154
175,40代の終わりから現在までえーやってます,あーはいはい,そうですですか,1.254338396921439e-154
176,40代の終わりから現在までえーやってます,あっはー長いですね,そうですですか,1.254338396921439e-154
177,40分の,特にええええ,で大江戸どんなことが何か,0.0
178,40分の道のりですのでね,うーんそうですね結構ありますもんね,ええです,1.1049969584438628e-231
179,40分の道のりですのでね,ええ長いですね,ええです,1.1049969584438628e-231
180,40分の道のりですのでね,ええそうですね,ええです,1.1049969584438628e-231
181,40分の道のりですのでね,ええうん結構長いですね,ええです,1.1049969584438628e-231
182,40分の道のりですのでね,うーん長いですね,ええです,1.1049969584438628e-231
183,4かぐらいは,はい四日も,は,0.0
184,4かぐらいは,もうええ,は,0.0
185,4年の所を優待生で,あ,大変,0.0
186,4年の所を優待生で,えー,大変,0.0
187,4年の所を優待生で3年間で,へえ,-,0.0
188,4年の所を優待生で3年間で,えっ優待生,-,0.0
189,4年の所を優待生で3年間で,ああ,-,0.0
190,4年の所を優待生で3年間で,はー,-,0.0
191,4年の所を優待生で3年間で終了させていただきまして,うわーはいわー凄い,凄いですはい,1.254338396921439e-154
192,4年の所を優待生で3年間で終了させていただきまして,へー凄いはい,凄いですはい,1.254338396921439e-154
193,4年の所を優待生で3年間で終了させていただきまして,凄い優秀ですね,凄いですはい,1.254338396921439e-154
194,4年の所を優待生で3年間で終了させていただきまして,わー凄いですね,凄いですはい,1.254338396921439e-154
195,4年の所を優待生で3年間で終了させていただきまして,へー,凄いですはい,1.254338396921439e-154
196,4年の所を優待生で3年間で終了させていただきまして,えー素晴らしい,凄いですはい,1.254338396921439e-154
197,4年の所を優待生で3年間で終了させていただきまして,まーあそうなんですね,凄いですはい,1.254338396921439e-154
198,4年の所を優待生で3年間で終了させていただきまして,凄いはい,凄いですはい,1.254338396921439e-154
199,4年の所を優待生で3年間で終了させていただきまして,凄いうん,凄いですはい,1.254338396921439e-154
200,4年の所を優待生で3年間で終了させていただきまして,すごいですねー3年,凄いですはい,1.254338396921439e-154
201,4年の所を優待生で3年間で終了させていただきまして,はい,凄いですはい,1.254338396921439e-154
202,4年の所を優待生で3年間で終了させていただきまして彼女も,さすがうん,素晴らしいですね,0.0
203,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生の,あ,へえ,0.0
204,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いを,そうなんですね,そうなんですね,1.0
205,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,へえ,えー,1.821831989445342e-231
206,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,えー同じように,えー,1.821831989445342e-231
207,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,あはい,えー,1.821831989445342e-231
208,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,わー優秀なんですね,えー,1.821831989445342e-231
209,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,やー同じ道ですね,えー,1.821831989445342e-231
210,4泊泊まって,四泊ですか,多い人では,0.0
211,4泊泊まって,ああああ凄い,多い人では,0.0
212,4泊泊まって,あ,多い人では,0.0
213,4泊泊まって,あーはいはい,多い人では,0.0
214,4泊泊まって,あはい,多い人では,0.0
215,4泊泊まって,あ四泊も,多い人では,0.0
216,4泊泊まって,うわーすごい4泊,多い人では,0.0
217,4泊泊まって,凄く長くなったんで,多い人では,0.0
218,5センチ10センチぐらいづつに,あっはい,ええ,0.0
219,5センチ10センチぐらいづつに刻んで,はい少しづつですね,弓道,0.0
220,5センチ10センチぐらいづつに刻んで,あー,弓道,0.0
221,5センチ10センチぐらいづつに刻んで,そうですね,弓道,0.0
222,5センチ10センチぐらいづつに刻んでま適当ですけれども,高さなんですねうーん,高さなんですねうーん,1.0
223,60年間,えっ,描きになったみたいな,0.0
224,60年間やっていますので,ええ,あっござい,1.5319719891192393e-231
225,60年間やっていますので,えーえー,あっござい,1.5319719891192393e-231
226,60年間やっていますので,あそんなに長く,あっござい,1.5319719891192393e-231
227,60年間やっていますので,六十年やってるんですか,あっござい,1.5319719891192393e-231
228,60年間やっていますので,うわーすごいですねー,あっござい,1.5319719891192393e-231
229,60年間やっていますので,へー六十年も,あっござい,1.5319719891192393e-231
230,60年間やっていますので,あっ凄い長いですね,あっござい,1.5319719891192393e-231
231,60年間やっていますので,すごく,あっござい,1.5319719891192393e-231
232,60年間やっていますので,六十年もですか,あっござい,1.5319719891192393e-231
233,60年間やっていますので,はあ,あっござい,1.5319719891192393e-231
234,60年間やっていますので,わあ,あっござい,1.5319719891192393e-231
235,6年前,六年前ですか,スポーツを,0.0
236,6年前,えっ,スポーツを,0.0
237,6年前,あ六年前に,スポーツを,0.0
238,6年前,えっ,スポーツを,0.0
239,6月に,はい,ぐらいが,0.0
240,88とか90歳ってことはおお祝いをしますよね,うんしま,はいはいはいしますします,0.8408964152537145
241,88とか90歳ってことはおお祝いをしますよね,はいあーそうですね,はいはいはいしますします,0.8408964152537145
242,88とか90歳ってことはおお祝いをしますよね,あーはいはい,はいはいはいしますします,0.8408964152537145
243,88とか90歳ってことはおお祝いをしますよね,あはいはいしますします,はいはいはいしますします,0.8408964152537145
244,88とか90歳ってことはおお祝いをしますよね,そうですよね,はいはいはいしますします,0.8408964152537145
245,88とか90歳ってことはおお祝いをしますよねそう,しますねー,あますなん,0.0
246,88とか90歳ってことはおお祝いをしますよねそういうのを,します,はいなんでしょうか,0.0
247,88とか90歳ってことはおお祝いをしますよねそういうのを,しますね,はいなんでしょうか,0.0
248,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あなんでですか,あそうなんですか,1.0
249,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,え,あそうなんですか,1.0
250,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あーそうなんですかー,あそうなんですか,1.0
251,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あそうですか,あそうなんですか,1.0
252,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あそうなんですか,あそうなんですか,1.0
253,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,えーどうしてでしょうか,あそうなんですか,1.0
254,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あっそうなんですか,あそうなんですか,1.0
255,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,ええあそうなんですかー,あそうなんですか,1.0
256,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あそうなんですか,あそうなんですか,1.0
257,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あー,あそうなんですか,1.0
258,8年ぐらいは,うーんはい,バスなっものお子様,0.0
259,8年ぐらいは,ああ,バスなっものお子様,0.0
260,8年ぐらいは,ええああ,バスなっものお子様,0.0
261,8年ぐらいは,八年ですか,バスなっものお子様,0.0
262,8年ぐらいは,あそうですか,バスなっものお子様,0.0
263,8歳くらいまでは色々何か,えうん,はー,0.0
264,8歳くらいまでは色々何かおっかないような,はあ,あー,0.0
265,8歳くらいまでは色々何かおっかないような感じが,あはっは,あー,0.0
266,8歳くらいまでは色々何かおっかないような感じがしたりする,そうですね,はい,1.821831989445342e-231
267,8歳くらいまでは色々何かおっかないような感じがしたりする,はいそうですね,はい,1.821831989445342e-231
268,8歳くらいまでは色々何かおっかないような感じがしたりする,あー,はい,1.821831989445342e-231
269,8歳くらいまでは色々何かおっかないような感じがしたりする,あー,はい,1.821831989445342e-231
270,8歳くらいまでは色々何かおっかないような感じがしたりする,あそうなんですか,はい,1.821831989445342e-231
271,8歳くらいまでは色々何かおっかないような感じがしたりすることも,そうですよね,そうですよね,1.0
272,8歳くらいまでは色々何かおっかないような感じがしたりすることも,あーそうかもしれないですねーうーん,そうですよね,1.0
273,8歳くらいまでは色々何かおっかないような感じがしたりすることも,小さいから,そうですよね,1.0
274,8歳くらいまでは色々何かおっかないような感じがしたりすることも,うーん,そうですよね,1.0
275,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,そうですね,はいありましたありました,1.0
276,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,そうですよね,はいありましたありました,1.0
277,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,はいありましたありました,はいありましたありました,1.0
278,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,えーええ,はいありましたありました,1.0
279,あ,ええはいあとはうんはい,山形合格頼りにボランティアれたんですね,1.0244914152188952e-231
280,あ,うんうーんなんでしょうかね,山形合格頼りにボランティアれたんですね,1.0244914152188952e-231
281,あうなる,なれたらいいなって,家系受付いやあ葬式ないですよね,0.0
282,あうなることができたら,ええなれたらいいですよねー,あっ素晴らしい,0.0
283,あうなることができたら,そうです,あっ素晴らしい,0.0
284,あうなることができたら,そうです,あっ素晴らしい,0.0
285,あうなることができたらそれがいいんではないかなと,そうですよね,そうです,1.491668146240062e-154
286,あうなることができたらそれがいいんではないかなと,そうですそれ,そうです,1.491668146240062e-154
287,あうなることができたらそれがいいんではないかなと,はあそうですね,そうです,1.491668146240062e-154
288,あうなることができたらそれがいいんではないかなと,いいですよねー,そうです,1.491668146240062e-154
289,あうなることができたらそれがいいんではないかなと,そうですねー,そうです,1.491668146240062e-154
290,あうなることができたらそれがいいんではないかなと,うーん,そうです,1.491668146240062e-154
291,あうなることができたらそれがいいんではないかなと思ったりしております,はいはい,はいですねはい,1.133422688662942e-154
292,あうなることができたらそれがいいんではないかなと思ったりしております,そうですはいはい,はいですねはい,1.133422688662942e-154
293,あうなることができたらそれがいいんではないかなと思ったりしております,はいそうなんですね,はいですねはい,1.133422688662942e-154
294,あうなることができたらそれがいいんではないかなと思ったりしております,うんそうですよね,はいですねはい,1.133422688662942e-154
295,あうなることができたらそれがいいんではないかなと思ったりしております,はいほんとですね,はいですねはい,1.133422688662942e-154
296,あうなることができたらそれがいいんではないかなと思ったりしております,一番いいことですええはい,はいですねはい,1.133422688662942e-154
297,あきらめていましたので,あー,あはいました,1.2183324802375697e-231
298,あきらめていましたので,あーはいはいはいはい,あはいました,1.2183324802375697e-231
299,あきらめていましたので,そうですよね,あはいました,1.2183324802375697e-231
300,あきらめていましたので,うーんうん2か月たってるから,あはいました,1.2183324802375697e-231
301,あきらめていましたので,そうですよね,あはいました,1.2183324802375697e-231
302,あきらめていましたので,えー諦めてらしたんですか,あはいました,1.2183324802375697e-231
303,あげたいと言って,そーですかー,まー,1.5319719891192393e-231
304,あげたいと言って,あーそうですかー,まー,1.5319719891192393e-231
305,あげたいと言って,へー,まー,1.5319719891192393e-231
306,あげられる,る,すすごー,0.0
307,あげられる自分で最後まで元気でいたいです,あーでもすごいいいことですよねー素晴らしいこと,そうですね,1.821831989445342e-231
308,あげられる自分で最後まで元気でいたいです,はーそうですか,そうですね,1.821831989445342e-231
309,あげられる自分で最後まで元気でいたいです,あ素晴らしいですね,そうですね,1.821831989445342e-231
310,あげられる自分で最後まで元気でいたいです,そうですよねー,そうですね,1.821831989445342e-231
311,あげられる自分で最後まで元気でいたいです,そうですね,そうですね,1.821831989445342e-231
312,あげられる自分で最後まで元気でいたいです,あーはいそうですね,そうですね,1.821831989445342e-231
313,あげるようにと,えー,あー,0.0
314,あげるようにと,そうなんですか,あー,0.0
315,あげるようにと,うーん,あー,0.0
316,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,ああはい,あーはい,1.491668146240062e-154
317,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,うーんええ,あーはい,1.491668146240062e-154
318,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,ええ,あーはい,1.491668146240062e-154
319,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あーはいはいはい,あーはい,1.491668146240062e-154
320,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あー,あーはい,1.491668146240062e-154
321,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あはっあーそうなんですね,あーはい,1.491668146240062e-154
322,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,手をかけて,あーはい,1.491668146240062e-154
323,あげるようにと思ってあっち動かしたりこっち動かしたりしながらそのー鉢,やってみえるのねうんうんうん,それ,0.0
324,あげるようにと思ってあっち動かしたりこっち動かしたりしながらそのー鉢,そうか,それ,0.0
325,あそれは,難しいかもしれない,泊まら白馬名,0.0
326,あそれは,進行,泊まら白馬名,0.0
327,あそれはちょっと,うーん,物魚釣り戒光明会社に,0.0
328,あそれはちょっとわたくし,へへっそうですね,戒光明素敵っはい,0.0
329,あそれはちょっとわたくし,そうですよねー,戒光明素敵っはい,0.0
330,あたくしの住まいが,はいお住まいは,に,0.0
331,あたくしの住まいが渋谷区の代々木上原なんですね,はい代々木上原,あ代々木上原,1.491668146240062e-154
332,あたくしの住まいが渋谷区の代々木上原なんですね,あ代々木上原はい,あ代々木上原,1.491668146240062e-154
333,あたくしの住まいが渋谷区の代々木上原なんですね,はい代々木上原なんですね,あ代々木上原,1.491668146240062e-154
334,あたくしは,ええ,ぐらいもバスの頃はどんなのが釣れるんかもうん,0.0
335,あたくしは,ふーん,ぐらいもバスの頃はどんなのが釣れるんかもうん,0.0
336,あたしは娘に,なるほど,うーん,0.0
337,あたしは娘に感謝しています,凄いはい,そうですね,0.0
338,あたしは娘に感謝しています,そうなんですね,そうですね,0.0
339,あたしは娘に感謝しています,あー,そうですね,0.0
340,あたしは娘に感謝しています,はいそう思います,そうですね,0.0
341,あたしは娘に感謝しています,ほんと親孝行ですね,そうですね,0.0
342,あたしは娘に感謝しています,はええそうですか,そうですね,0.0
343,あたら何か仕事がを,うん行っておられる,はいを,0.0
