,input,answer,predict,bleu
69,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の,軽井沢に,あーそうなんですね,7.57965434483665e-155
70,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の,うーん,あーそうなんですね,7.57965434483665e-155
71,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の旅行に,旅行,そうなんですか,0.0
72,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の旅行に行こうということに,あ,あー,0.0
73,20年代戦後間もない,二十年代戦後ですね,はいなうんうんて,0.0
74,20年代戦後間もない頃ですが,そうですよね,あっええええうんへー,0.0
75,20年代戦後間もない頃ですが,あーはいはい,そうですねへーたです,1.2882297539194154e-231
76,2つのおはじきの,ええええええああああ,あそうですかうんですね,0.0
77,2つのおはじきの,ああ,そうですねーはっですね,0.0
78,2つのおはじきのあいだを,あはい,あ,6.702145341854094e-232
79,2つのおはじきのあいだを,あーそうでしたね,そうなんですか,1.2183324802375697e-231
80,2つのおはじきのあいだを,指でうん,あそうですか,1.5319719891192393e-231
81,2つのおはじきのあいだを,あーはいはいはい,そうですねは,0.0
82,2つのおはじきを,はいうん二つの,そうですねー,0.0
83,2人して何かあのー計画しあのー,うんわーうーん,あそうなんですか,0.0
84,2人して何かあのー計画しあのー,はいはいへー,へーええうん,1.384292958842266e-231
85,2年で辞めまして,あーはい,そうですね,0.0
86,2年で辞めまして,あーそうだったんですか,あー,1.821831989445342e-231
87,2年で辞めまして,はいあ,へーええんですね,9.283142785759642e-155
88,2年で辞めまして,ええあはい,そうですねそうですね,0.0
89,2年で辞めまして,はいあーそうだったんですか,へえ,0.0
90,2年で辞めまして,そうなんですか,へえ,0.0
91,2年で辞めまして,えっ,へーへーええうんうんうん,1.1640469867513693e-231
92,2年で辞めまして,あはい,あーそうなんですね,0.5773502691896257
93,2年で辞めましてその後,そうなんですか,へーーあ,0.0
94,2年で辞めましてその後文化服装学院の大学の,あはい,へー,0.0
95,2年で辞めましてその後文化服装学院の大学の方に入りまして,そちらのほうにええ,へーですね,0.0
96,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で,ああ,あっええええうんへー,0.0
97,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,あーそうなんですねー,へーええええ,1.384292958842266e-231
98,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,へー凄い,そうですねうんそうですね,0.0
99,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,ええ凄いですね,えええうんうんはい,7.57965434483665e-155
100,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,あデザイン科で勉強されて,そうですねーそうなんですか,0.392814650900513
101,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして4年間そこに行きました,あ,あっあーそうなんですかー,0.0
102,2年連続,はい二年連続で,うーん,0.0
103,2本のうち1本当たりましたので,あ,あーうんええですね,9.283142785759642e-155
104,2本のうち1本当たりましたので,わっ素晴らしい,えうんええうんたんですか,7.176381577237209e-155
105,2本のうち1本当たりましたので,わー凄いですね,へえ,0.0
106,2本のうち1本当たりましたので,やっ凄いですー視力がいいんですね,はいええ,0.0
107,2本のうち1本当たりましたので,わーす素晴らしいですねー,へー,1.821831989445342e-231
108,2本のうち1本当たりましたので,あー良かったです,うーんそうですか,1.2882297539194154e-231
109,2本のうち1本当たりましたので,あっわー凄いですね,あそうなんですか,8.38826642100846e-155
110,2本のうち1本当たりましたので,へー,うーん,0.0
111,2泊,二泊,あ,0.0
112,2泊,わーそうですかー,あーうーんうん,0.0
113,2泊,二泊,そうですね,0.0
114,2泊泊まってそれで,あ,へーええはええですよね,0.0
115,2泊泊まってそれで,へえ,あ,1.821831989445342e-231
116,2泊泊まってそれで年末の,泊まられて,あーうんうんええ,0.0
117,2泊泊まってそれで年末の31日に,あ,そうです,0.0
118,2泊泊まってそれで年末の31日に父親が,えっそんなに,あ凄いです,0.0
119,2泊泊まってそれで年末の31日に父親が,年末から,うーん,0.0
120,2泊泊まってそれで年末の31日に父親が迎えに来て帰って,あー,うーん,0.0
121,300メートルばかり,ええ,そうなんです,0.0
122,30人,ほー,へーー,0.0
123,30人,うーん,へーーうんですねー,0.0
124,30人,はー,そうですねそうですねー,0.0
125,30人,あ,へー,0.0
126,30人,えっ,あそうなんですか,1.1640469867513693e-231
127,30人,はいあー,へーええですか,0.0
128,30人,ええ,そうですねーそうなんですか,0.0
129,30人,三十名で,はあーええええうんんですうんねー,1.1896457329133973e-231
130,30人,三十人も,へえ,0.0
131,30人,えっ三十人も,あっあーそうなんですかー,1.2882297539194154e-231
132,31日に,そうですよね,あ,0.0
133,31日に帰っていくのですが,あー,へーええ,0.0
134,31日に帰っていくのですが,へえ,へえ,1.821831989445342e-231
135,31日に帰っていくのですが,あーそうだったんですねー,そうですねそうですね,0.0
136,31日に帰っていくのですが私は,はあ,へーはい,0.0
137,31日に帰っていくのですが私は,そうなんです,へーですねうんうんねーうーん,1.1200407237786664e-231
138,31日に帰っていくのですが私はその子と会うのがとても楽しみで,ええええええええそうですよね,へーですね,8.121328445417258e-155
139,31日に帰っていくのですが私はその子と会うのがとても楽しみで,うんあそうなんですか,うーん,0.0
140,31日に帰っていくのですが私はその子と会うのがとても楽しみで,そうですね楽しいですね,あーうんへーうんうんうんええ,1.1200407237786664e-231
141,31日に帰っていくのですが私はその子と会うのがとても楽しみで,可愛い,うーん,0.0
142,31日に帰っていくのですが私はその子と会うのがとても楽しみで,そうですね,そうですねー,8.121328445417258e-155
143,39年ですけれども,よん三十九年ですかねええ,はあーええええうんんですうんねー,1.1896457329133973e-231
144,39年ですけれども,三十そうですねはい,そうですねええうんうんうんうんうんです,1.384292958842266e-231
145,3人とも勤め先が違いますので,あーはい,そうですね,0.0
146,3人とも勤め先が違いますのでえーとどこの駅でしたか集合ということで急行電車に,待ち合わせして,へーそうですね,0.0
147,3年間の,凄い,そうですねは,0.0
148,3年間の,良かったですね,ああはいうん,0.0
149,3年間の付き合いを持って,へえ,うーん,1.821831989445342e-231
150,3年間の付き合いを持って,やりましたねええ,へーですね,0.0
151,3年間の付き合いを持って,はぁー,はいあーそうですねーなんですねー,0.0
152,3年間の付き合いを持って,うーん,えええうんうんはい,1.1640469867513693e-231
153,40代の,えー三十,ああはいうん,0.0
154,40代の,大正琴三十年やってるんですか,あー,0.0
155,40代の,凄い,へーうんええうんうん,0.0
156,40代の終わりから,あーはいはい,そうですねは,0.0
157,40代の終わりから現在まで,あ,へーええ,0.0
158,40代の終わりから現在まで,へえ,あうんええうんです,1.2183324802375697e-231
159,40代の終わりから現在まで,わーずーっと,そうなんです,0.0
160,40代の終わりから現在までえー,今まで,へーうんええうんうん,0.0
161,40代の終わりから現在までえーやってます,そんなに長くですか,あええええええへーええ,0.0
162,40代の終わりから現在までえーやってます,あーお好きなんですね,へえ,0.0
163,40代の終わりから現在までえーやってます,すごいですねー,そうですねそうですねー,1.254338396921439e-154
164,40代の終わりから現在までえーやってます,あーはいはい,へーうんええうんうん,0.0
165,40代の終わりから現在までえーやってます,はいそうですか,へーええなんですね,0.5081327481546147
166,40代の終わりから現在までえーやってます,あっはー長いですね,はいええ,9.291879812217675e-232
167,40分の,特にええええ,そうです,0.0
168,40分の道のりですのでね,ええそうですね,うーん,2.4655814830110698e-232
169,40分の道のりですのでね,うーんそうですね結構ありますもんね,あーええええうん,8.38826642100846e-155
170,40分の道のりですのでね,うーん長いですね,あうんええ,1.646211035903463e-231
171,40分の道のりですのでね,ええ長いですね,へーはい,0.0
172,40分の道のりですのでね,ええうん結構長いですね,えうんええうんたんですか,7.711523862191631e-155
173,4かぐらいは,もうええ,うーん,0.0
174,4かぐらいは,はい四日も,あっ,0.0
175,4年の所を優待生で,あ,あ,1.821831989445342e-231
176,4年の所を優待生で,えー,あーうんへーうんうんうんええ,0.0
177,4年の所を優待生で3年間で,はー,へーええええたですねー,0.0
178,4年の所を優待生で3年間で,ああ,そうですねうんそうですね,0.0
179,4年の所を優待生で3年間で,えっ優待生,あ,0.0
180,4年の所を優待生で3年間で,へえ,そうなんですうん,0.0
181,4年の所を優待生で3年間で終了させていただきまして,凄い優秀ですね,はあ,0.0
182,4年の所を優待生で3年間で終了させていただきまして,うわーはいわー凄い,へーですねうんうんねーうーん,8.761982757198608e-155
183,4年の所を優待生で3年間で終了させていただきまして,はい,へーーあ,1.384292958842266e-231
184,4年の所を優待生で3年間で終了させていただきまして,えー素晴らしい,そうですねそうなんですか,0.5081327481546147
185,4年の所を優待生で3年間で終了させていただきまして,まーあそうなんですね,あ,1.821831989445342e-231
186,4年の所を優待生で3年間で終了させていただきまして,へー,そうですよね,1.6954057018456463e-231
187,4年の所を優待生で3年間で終了させていただきまして,わー凄いですね,あーそうなんですね,0.7598356856515925
188,4年の所を優待生で3年間で終了させていただきまして,すごいですねー3年,あそうですねあー,1.384292958842266e-231
189,4年の所を優待生で3年間で終了させていただきまして,凄いはい,そうですね,0.0
190,4年の所を優待生で3年間で終了させていただきまして,凄いうん,あ,1.821831989445342e-231
191,4年の所を優待生で3年間で終了させていただきまして,へー凄いはい,へーへーええうんうんうん,1.384292958842266e-231
192,4年の所を優待生で3年間で終了させていただきまして彼女も,さすがうん,へー,0.0
193,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いを,そうなんですね,そうですねーええええうんうんんですねうんうん,3.00466076572634e-78
194,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,わー優秀なんですね,そうですねへー,0.0
195,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,あはい,ええあはいあそうですかはい,6.7393716283177006e-155
196,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,へえ,へーですねうんうんねーうーん,6.968148412761692e-155
197,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,えー同じように,はいうんええうんた,1.2183324802375697e-231
198,4泊泊まって,ああああ凄い,へーええええ,0.0
199,4泊泊まって,あはい,そうですねーうんええうんうんなんですね,1.0003688322288243e-231
200,4泊泊まって,あ四泊も,へーそうですね,0.0
201,4泊泊まって,あーはいはい,そうですか,1.133422688662942e-154
202,4泊泊まって,うわーすごい4泊,あはははそうなんですね,1.2508498911928379e-231
203,4泊泊まって,あ,そうですよねはいはいはい,7.711523862191631e-155
204,4泊泊まって,凄く長くなったんで,へーへーええうんうんうん,0.0
205,4泊泊まって,四泊ですか,そうなんです,1.2882297539194154e-231
206,5センチ10センチぐらいづつに,あっはい,ああ,0.0
207,5センチ10センチぐらいづつに刻んで,はい少しづつですね,へーええええ,0.0
208,5センチ10センチぐらいづつに刻んで,そうですね,へーはい,1.5319719891192393e-231
209,5センチ10センチぐらいづつに刻んで,あー,あはははそうなんですね,0.0
210,5センチ10センチぐらいづつに刻んでま適当ですけれども,高さなんですねうーん,あ,0.0
211,60年間,えっ,へーーええええうんうんええ,0.0
212,60年間やっていますので,六十年もですか,へーへー,1.5319719891192393e-231
213,60年間やっていますので,あっ凄い長いですね,へー,1.821831989445342e-231
214,60年間やっていますので,あそんなに長く,そうですねそうなんですねー,9.975386110402101e-155
215,60年間やっていますので,すごく,そうですねーそうなんですか,5.30941411456236e-78
216,60年間やっていますので,ええ,へーええですか,9.53091075863908e-155
217,60年間やっていますので,はあ,はいうんええうんた,1.2183324802375697e-231
218,60年間やっていますので,六十年やってるんですか,あーええですね,1.0547686614863434e-154
219,60年間やっていますので,えーえー,へーええなんですね,9.975386110402101e-155
220,60年間やっていますので,へー六十年も,へーええですか,9.53091075863908e-155
221,60年間やっていますので,うわーすごいですねー,はいはいうーん,0.0
222,6年前,えっ,へーへーええ,0.0
223,6年前,六年前ですか,へー,0.0
224,6年前,あ六年前に,そうですねそうですね,0.0
225,6年前,えっ,へーうんですねうん,1.2183324802375697e-231
226,6月に,はい,そうです,0.0
227,88とか90歳ってことはおお祝いをしますよね,あーはいはい,あ,6.702145341854094e-232
228,88とか90歳ってことはおお祝いをしますよね,そうですよね,はあーええええうんんですうんねー,1.3165594234639305e-231
229,88とか90歳ってことはおお祝いをしますよね,あはいはいしますします,あー,6.702145341854094e-232
230,88とか90歳ってことはおお祝いをしますよね,うんしま,そうですねそうですね,1.5319719891192393e-231
231,88とか90歳ってことはおお祝いをしますよね,はいあーそうですね,あ,6.702145341854094e-232
232,88とか90歳ってことはおお祝いをしますよねそう,しますねー,あはい,0.0
233,88とか90歳ってことはおお祝いをしますよねそういうのを,しますね,へーうんうんですね,1.2183324802375697e-231
234,88とか90歳ってことはおお祝いをしますよねそういうのを,します,あっそうですねうん,0.0
235,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あそうなんですか,そうですねそうですねー,9.53091075863908e-155
236,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あそうですか,へーええええ,9.918892480173173e-232
237,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,ええあそうなんですかー,わ,0.0
238,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,えーどうしてでしょうか,へー,0.0
239,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あなんでですか,へーーあ,9.918892480173173e-232
240,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あそうなんですか,あそうなんですか,1.0
241,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あー,あーはい,1.5319719891192393e-231
242,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,え,あええええええへーええ,6.7393716283177006e-155
243,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あっそうなんですか,へーー,0.0
244,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あーそうなんですかー,そうですねうんそうですね,0.0
245,8年ぐらいは,ええああ,あっ,0.0
246,8年ぐらいは,あそうですか,ああ,1.821831989445342e-231
247,8年ぐらいは,ああ,へーええですか,9.53091075863908e-155
248,8年ぐらいは,八年ですか,うーん,1.821831989445342e-231
249,8年ぐらいは,うーんはい,へー,0.0
250,8歳くらいまでは色々何か,えうん,あは,0.0
251,8歳くらいまでは色々何かおっかないような,はあ,うーん,0.0
252,8歳くらいまでは色々何かおっかないような感じがしたりする,あー,へーー,0.0
253,8歳くらいまでは色々何かおっかないような感じがしたりする,あそうなんですか,あうんええ,1.384292958842266e-231
254,8歳くらいまでは色々何かおっかないような感じがしたりする,あー,そうですねそうなんですか,0.7952707287670506
255,8歳くらいまでは色々何かおっかないような感じがしたりする,はいそうですね,へーええなんですね,5.775353993361614e-78
256,8歳くらいまでは色々何かおっかないような感じがしたりすることも,小さいから,そうですよね,1.0
257,8歳くらいまでは色々何かおっかないような感じがしたりすることも,あーそうかもしれないですねーうーん,あっそうですねーですかー,7.949789639087738e-155
258,8歳くらいまでは色々何かおっかないような感じがしたりすることも,そうですよね,へーええ,0.0
259,8歳くらいまでは色々何かおっかないような感じがしたりすることも,うーん,そうですねそうですねー,1.254338396921439e-154
260,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,はいありましたありました,あはい,1.5319719891192393e-231
261,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,えーええ,へえ,0.0
262,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,そうですね,えうんええうんたんですか,1.4256605770826504e-231
263,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,そうですよね,うーん,0.0
264,あ,うんうーんなんでしょうかね,あ凄いです,0.0
265,あ,ええはいあとはうんはい,へー,0.0
266,あうなる,なれたらいいなって,そうですね凄い,0.0
267,あうなることができたら,そうです,うーんええ,0.0
268,あうなることができたら,ええなれたらいいですよねー,そうですねええ,0.0
269,あうなることができたら,そうです,あはい,0.0
270,あうなることができたらそれがいいんではないかなと,うーん,へーええええたですねー,7.57965434483665e-155
271,あうなることができたらそれがいいんではないかなと,そうですねー,へえ,0.0
272,あうなることができたらそれがいいんではないかなと,そうですそれ,はいうんええうんた,0.0
273,あうなることができたらそれがいいんではないかなと,はあそうですね,あええへー,0.0
274,あうなることができたらそれがいいんではないかなと,いいですよねー,へー,0.0
275,あうなることができたらそれがいいんではないかなと思ったりしております,一番いいことですええはい,あうーんあそうなんですね,0.5169731539571706
276,あうなることができたらそれがいいんではないかなと思ったりしております,はいはい,そうですねそうなんですねー,0.5081327481546147
277,あうなることができたらそれがいいんではないかなと思ったりしております,うんそうですよね,へーええんですね,6.86809206056511e-78
278,あうなることができたらそれがいいんではないかなと思ったりしております,そうですはいはい,そうですね,0.0
279,あうなることができたらそれがいいんではないかなと思ったりしております,はいほんとですね,へーええうんね,1.5319719891192393e-231
280,あうなることができたらそれがいいんではないかなと思ったりしております,はいそうなんですね,へーええ,0.0
281,あきらめていましたので,そうですよね,へーええなんですね,8.38826642100846e-155
282,あきらめていましたので,あー,あーええですね,1.6954057018456463e-231
283,あきらめていましたので,えー諦めてらしたんですか,へーええへー,0.0
284,あきらめていましたので,そうですよね,うーんええ,1.5319719891192393e-231
285,あきらめていましたので,うーんうん2か月たってるから,ああ,0.0
286,あきらめていましたので,あーはいはいはいはい,あーうーんうん,8.987727354491445e-155
287,あげたいと言って,あーそうですかー,へーうんうんですね,1.4488496539373276e-231
288,あげたいと言って,そーですかー,そうですよね,7.422680762211792e-155
289,あげたいと言って,へー,へーええうんね,0.0
290,あげられる,る,へーええへー,0.0
291,あげられる自分で最後まで元気でいたいです,そうですね,あーそうなんですね,9.013778876140909e-155
292,あげられる自分で最後まで元気でいたいです,あーはいそうですね,へーーそうなんですか,1.331960397810445e-231
293,あげられる自分で最後まで元気でいたいです,そうですよねー,あはいあ,1.646211035903463e-231
294,あげられる自分で最後まで元気でいたいです,あーでもすごいいいことですよねー素晴らしいこと,あ,1.821831989445342e-231
295,あげられる自分で最後まで元気でいたいです,あ素晴らしいですね,うーん,0.0
296,あげるようにと,うーん,あええええええへーええ,0.0
297,あげるようにと,そうなんですか,そうですね,0.0
298,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,ええ,あ,1.821831989445342e-231
299,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あー,へーへーですね,9.53091075863908e-155
300,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,ああはい,あ,1.821831989445342e-231
301,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,うーんええ,へーへーです,1.384292958842266e-231
302,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,手をかけて,へーええんですね,6.86809206056511e-78
303,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あはっあーそうなんですね,へえ,0.0
304,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あーはいはいはい,そうですか,1.646211035903463e-231
305,あげるようにと思ってあっち動かしたりこっち動かしたりしながらそのー鉢,やってみえるのねうんうんうん,へーですね,1.384292958842266e-231
306,あげるようにと思ってあっち動かしたりこっち動かしたりしながらそのー鉢,そうか,あっ,0.0
307,あそれは,進行,へーええええたですねー,0.0
308,あそれは,難しいかもしれない,へー,0.0
309,あそれはちょっと,うーん,あそうですかうんですね,0.0
310,あそれはちょっとわたくし,そうですよねー,はあーええええうんんですうんねー,1.1896457329133973e-231
311,あそれはちょっとわたくし,へへっそうですね,はいうんええうんた,0.0
312,あたくしの住まいが,はいお住まいは,あ,0.0
313,あたくしの住まいが渋谷区の代々木上原なんですね,はい代々木上原,そうですね凄い,0.0
314,あたくしの住まいが渋谷区の代々木上原なんですね,はい代々木上原なんですね,へーええ,0.0
315,あたくしの住まいが渋谷区の代々木上原なんですね,あ代々木上原はい,そうですねそうですね,0.0
316,あたくしは,ええ,うーん,0.0
317,あたくしは,ふーん,そうですねええですか,1.2882297539194154e-231
318,あたしは娘に,なるほど,あはい,0.0
319,あたしは娘に感謝しています,あー,あっそうなんですか,0.5773502691896257
320,あたしは娘に感謝しています,そうなんですね,えええうんうんはい,8.38826642100846e-155
321,あたしは娘に感謝しています,ほんと親孝行ですね,へーですねうんうんねーうーん,6.968148412761692e-155
322,あたしは娘に感謝しています,凄いはい,へーええね,1.646211035903463e-231
323,あたしは娘に感謝しています,はええそうですか,へーええは,1.646211035903463e-231
324,あたしは娘に感謝しています,はいそう思います,あっそうですねーですかー,9.170599044431425e-155
325,あたら何か仕事がを,うん行っておられる,そうですねそうですねー,0.0
326,あたら何か仕事がをしたいということで登録をしておりまして,あ登録されたんですね,あはははそうなんですね,6.03265914156163e-78
327,あたら何か仕事がをしたいということで登録をしておりまして,あっそーなんですねー,へーですねうんうんねーうーん,7.711523862191631e-155
328,あたら何か仕事がをしたいということで登録をしておりまして,あはい,へーーええーうん,0.0
329,あたることもありましたけれども、,ああああええええ,あはいあ,0.0
330,あたることもありましたけれども、,わぁ,そうですねええ,1.5319719891192393e-231
331,あたることもありましたけれども、,えー,そうですねそうですね,0.0
332,あたることもありましたけれども、,ええ,へーですね,0.0
333,あたることもありましたけれども、百メートル,それはちょっと,うーんそうですよね,0.0
334,あたることもありましたけれども、百メートル,あー危ない,そうですねうんそうですね,0.0
335,あたるんですけれども,はーはいはいはい,うーんそうですよね,0.0
336,あたるんですけれども,ああはい,あ凄いです,0.0
337,あっ,おー,わ,0.0
338,あっ,あ今しょうが,へーですね,0.0
339,あっえー,うんうんありました,へーええへー,0.0
340,あっえー自宅は,小学生はい,へーええへー,0.0
