,input,answer,predict
9130,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,ああはい,あはい
18519,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,ええ,あー
7326,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,手をかけて,あ
9937,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あー,あそうんです
10190,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あはっあーそうなんですね,あー
14233,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,うーんええ,そう
12077,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あーはいはいはい,あ
15492,あげるようにと思ってあっち動かしたりこっち動かしたりしながらそのー鉢,やってみえるのねうんうんうん,あ
11461,あげるようにと思ってあっち動かしたりこっち動かしたりしながらそのー鉢,そうか,あ
10860,あそれは,進行,あー
10372,あそれは,難しいかもしれない,うーん
12234,あそれはちょっと,うーん,あーんです
16834,あそれはちょっとわたくし,へへっそうですね,あ
7973,あそれはちょっとわたくし,そうですよねー,あーんですか
10911,あたくしの住まいが,はいお住まいは,あ
16548,あたくしの住まいが渋谷区の代々木上原なんですね,はい代々木上原なんですね,あは
17451,あたくしの住まいが渋谷区の代々木上原なんですね,あ代々木上原はい,あはい
13023,あたくしの住まいが渋谷区の代々木上原なんですね,はい代々木上原,あー
18087,あたくしは,ええ,あそうなんです
18357,あたくしは,ふーん,はいはい
3586,あたしは娘に,なるほど,そう
14536,あたしは娘に感謝しています,ほんと親孝行ですね,あそうですです
13652,あたしは娘に感謝しています,はええそうですか,あそうなんですか
5039,あたしは娘に感謝しています,凄いはい,そう
5048,あたしは娘に感謝しています,はいそう思います,そう
2186,あたしは娘に感謝しています,そうなんですね,あ
2777,あたしは娘に感謝しています,あー,はい
14286,あたら何か仕事がを,うん行っておられる,あそうですです
531,あたら何か仕事がをしたいということで登録をしておりまして,あ登録されたんですね,あですです
6190,あたら何か仕事がをしたいということで登録をしておりまして,あはい,あー
18482,あたら何か仕事がをしたいということで登録をしておりまして,あっそーなんですねー,あそうなんですか
2702,あたることもありましたけれども、,ええ,そうですです
11598,あたることもありましたけれども、,えー,そう
4823,あたることもありましたけれども、,わぁ,あそうなんですです
9403,あたることもありましたけれども、,ああああええええ,そう
18705,あたることもありましたけれども、百メートル,あー危ない,あは
14698,あたることもありましたけれども、百メートル,それはちょっと,あ
12941,あたるんですけれども,ああはい,そう
17303,あたるんですけれども,はーはいはいはい,あそうなんですか
378,あっ,おー,あ
14291,あっ,あ今しょうが,そう
18720,あっえー,うんうんありました,あー
16385,あっえー自宅は,小学生はい,あそうなんですか
11017,あっえー自宅はあー小学校のあー生まれたところは,生まれたところは,はい
18238,あっそれはちょっと大きすぎますねちいちゃい頃ですねちいちゃい,あはははっは,あ
18444,あって,あええ,うーんですです
11080,あっもう出たら若松町方面にあのー出口出るんだなっと思ってそいで左に行ってそれからあのー,はいあはっはい,あはい
1837,あっもう出たら若松町方面にあのー出口出るんだなっと思ってそいで左に行ってそれからあのー,あはは,そう
5098,あっ行くわよっていう,あー,そう
7034,あっ行くわよっていう返事を,あははは,あ
12571,あっ行くわよっていう返事を,あ,あー
543,あっ行くわよっていう返事を,はーそうなんですね,あー
18392,あっ行くわよっていう返事をいただいたので,あーあそうなんですね,そうです
16927,あと,塗り絵ゴム飛び缶蹴り,あー
956,あと,あとは,あそうなんですか
6662,あとあー,ほかにも趣味が,あはです
18688,あとなんせイギリスの子供と,そうですね,あ
10320,あとなんせイギリスの子供と,そうですね,あーですです
7222,あとなんせイギリスの子供と,あっ,あそうなんです
3742,あとなんせイギリスの子供と会える,あーはいはい,あー
6807,あとなんせイギリスの子供と会える,そうですね,あです
6513,あとなんせイギリスの子供と会える,そーですね,そう
11163,あとなんせイギリスの子供と会えることが,あそうですねそうですね,あー
9897,あとなんせイギリスの子供と会えることが,楽しみですねー,あそうなんですか
1032,あとなんせイギリスの子供と会えることが,あーあ,あですです
3840,あとなんせイギリスの子供と会えることが,そうですね,うーん
11980,あとなんせイギリスの子供と会えることが,ええ,あはい
13323,あとなんせイギリスの子供と会えることが,楽しみですね,あー
15365,あとは,ちょっと時間を潰して,そう
8400,あとは,へえ,そう
3576,あとは,あとは,そう
6041,あとは,あとは,そう
2681,あとは,あとは,あは
3172,あとは,はいあとはどうでしょうか,そう
5781,あとは,あとは,あです
8273,あとは,あとははいどうでしょうか,あーんですか
9000,あとは,あとは,そう
17826,あとは,凄いですね,あそうですです
1414,あとは,あとは,そう
629,あとは,そうなんですねうん,あ
542,あとは,いい運動になりますよ,あ
18278,あとは,そういううーん,そう
12302,あとは,うーん,あー
1944,あとはあの大学を卒業してからですね,ああ,あ
17090,あとはあー左上から,左上から右下に,あそうそうなですです
11321,あとはあー左上から右下に向けて斜めいっぱいにね,うんあ,あー
2049,あとはお友達と,あとは,はい
13282,あとはお友達とお食事会に,ああ,あです
667,あとはお友達とお食事会に行く,あーはいはい,あ
13760,あとはお友達とお食事会に行く,あ食事会,あはい
4672,あとはお友達とお食事会に行く,いいですねー,そう
10188,あとはお友達とお食事会に行く,あ,あーんですか
12189,あとはお友達とお食事会に行くそれから,楽しいですよねうんうん,あそうなんですか
19973,あとはお友達とお食事会に行くそれから,あっはい,あ
727,あとはお友達とお食事会に行くそれから,あーはいはいうん,そう
4420,あとはお友達とお食事会に行くそれから,あお食事ですね,あです
676,あとはお友達とお食事会に行くそれからえーと旅行ですね,あ,そうんです
1325,あとはお友達とお食事会に行くそれからえーと旅行ですね,あ,あー
1879,あとはお友達とお食事会に行くそれからえーと旅行ですね,はいあ,あー
10456,あとはお友達とお食事会に行くそれからえーと旅行ですね,はあ,あー
4685,あとはお友達とお食事会に行くそれからえーと旅行ですね,うーんはいはいはい,そう
3519,あとはお友達とお食事会に行くそれからえーと旅行ですね,あーいいですねー,あそうなんですか
706,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が,旅行に,あ
3921,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が,そうなんですね,そう
5563,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が,そうですね,そう
7507,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が,旅行,塗り絵
15314,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなので,いいですいいですはい,あ
1709,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなので,そうなんですか,うーん
11704,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体,そうですよねうん,あー
571,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体,旅行も楽しいはい,あそうです
5661,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体ひと月に一回ぐらいは,あひと月に一回も行かれるんですか,あはい
3704,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体ひと月に一回ぐらいは,へー,あはい
19325,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体ひと月に一回ぐらいは,うーん,あそうですです
15473,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体ひと月に一回ぐらいは,あーはい,そう
7351,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体ひと月に一回ぐらいは,わあ,あですです
4100,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体ひと月に一回ぐらいは,あそんなに,そう
5798,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体ひと月に一回ぐらいは,えーほんとですか,そう
720,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体ひと月に一回ぐらいは,あーいいですね,あ
14603,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体ひと月に一回ぐらいは,えっ,あんですです
