,input,answer,predict
6230,40代の,えー三十,凄いです
17348,40代の終わりから,あーはいはい,あーはいはい
1708,40代の終わりから現在まで,あ,わーずーっと
11027,40代の終わりから現在まで,へえ,わーずーっと
6874,40代の終わりから現在まで,わーずーっと,わーずーっと
5714,40代の終わりから現在までえー,今まで,今まで
8901,40代の終わりから現在までえーやってます,あーお好きなんですね,あっお好きなんですね
3555,40代の終わりから現在までえーやってます,はいそうですか,あっお好きなんですね
3211,40代の終わりから現在までえーやってます,そんなに長くですか,あっお好きなんですね
17564,40代の終わりから現在までえーやってます,あっはー長いですね,あっお好きなんですね
16385,40代の終わりから現在までえーやってます,すごいですねー,あっお好きなんですね
10206,40代の終わりから現在までえーやってます,あーはいはい,あっお好きなんですね
3569,40分の,特にええええ,特にええええ
902,40分の道のりですのでね,ええうん結構長いですね,うーんそうですね結構ありますもんね
12814,40分の道のりですのでね,うーん長いですね,うーんそうですね結構ありますもんね
8279,40分の道のりですのでね,ええそうですね,うーんそうですね結構ありますもんね
15803,40分の道のりですのでね,ええ長いですね,うーんそうですね結構ありますもんね
3047,40分の道のりですのでね,うーんそうですね結構ありますもんね,うーんそうですね結構ありますもんね
1389,4かぐらいは,もうええ,はい四日も
7050,4かぐらいは,はい四日も,はい四日も
11729,4年の所を優待生で,あ,えー
12591,4年の所を優待生で,えー,えー
2341,4年の所を優待生で3年間で,へえ,えー
6730,4年の所を優待生で3年間で,ああ,えー
1793,4年の所を優待生で3年間で,はー,えー
1604,4年の所を優待生で3年間で,えっ優待生,えー
391,4年の所を優待生で3年間で終了させていただきまして,はい,えー素晴らしい
4232,4年の所を優待生で3年間で終了させていただきまして,へー凄いはい,えー素晴らしい
12978,4年の所を優待生で3年間で終了させていただきまして,わー凄いですね,えー素晴らしい
8129,4年の所を優待生で3年間で終了させていただきまして,えー素晴らしい,えー素晴らしい
8441,4年の所を優待生で3年間で終了させていただきまして,凄いはい,えー素晴らしい
8367,4年の所を優待生で3年間で終了させていただきまして,すごいですねー3年,えー素晴らしい
3619,4年の所を優待生で3年間で終了させていただきまして,凄いうん,えー素晴らしい
2363,4年の所を優待生で3年間で終了させていただきまして,うわーはいわー凄い,えー素晴らしい
11811,4年の所を優待生で3年間で終了させていただきまして,へー,えー素晴らしい
866,4年の所を優待生で3年間で終了させていただきまして,まーあそうなんですね,えー素晴らしい
10380,4年の所を優待生で3年間で終了させていただきまして,凄い優秀ですね,えー素晴らしい
3023,4年の所を優待生で3年間で終了させていただきまして彼女も,さすがうん,さすがうん
2506,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生の,あ,あ
1352,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いを,そうなんですね,えー同じように
6325,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,へえ,やー同じ道ですね
7373,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,えー同じように,やー同じ道ですね
15380,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,あはい,やー同じ道ですね
3436,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,わー優秀なんですね,やー同じ道ですね
10166,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,やー同じ道ですね,やー同じ道ですね
14843,4泊泊まって,あ四泊も,あーはいはい
5,4泊泊まって,うわーすごい4泊,あーはいはい
13467,4泊泊まって,ああああ凄い,あーはいはい
880,4泊泊まって,あはい,あーはいはい
3302,4泊泊まって,凄く長くなったんで,あーはいはい
14825,4泊泊まって,あ,あーはいはい
910,4泊泊まって,あーはいはい,あーはいはい
3354,4泊泊まって,四泊ですか,あーはいはい
12012,5センチ10センチぐらいづつに,あっはい,あっああ
1119,5センチ10センチぐらいづつに,あああ,あっああ
3516,5センチ10センチぐらいづつに刻んで,そうですね,あー
3392,5センチ10センチぐらいづつに刻んで,あー,あー
3425,5センチ10センチぐらいづつに刻んで,はい少しづつですね,あー
2072,5センチ10センチぐらいづつに刻んでま適当ですけれども,高さなんですねうーん,高さなんですねうーん
9101,60年間,えっ,えー
14873,60年間やっていますので,六十年もですか,うわーすごいですてるんですか
8352,60年間やっていますので,すごく,うわーすごいですてるんですか
12214,60年間やっていますので,うわーすごいですねー,うわーすごいですてるんですか
643,60年間やっていますので,はあ,うわーすごいですてるんですか
14246,60年間やっていますので,あっ凄い長いですね,うわーすごいですてるんですか
7357,60年間やっていますので,ええ,うわーすごいですてるんですか
8783,60年間やっていますので,六十年やってるんですか,うわーすごいですてるんですか
4097,60年間やっていますので,あそんなに長く,うわーすごいですてるんですか
4697,60年間やっていますので,えーえー,うわーすごいですてるんですか
10979,60年間やっていますので,わあ,うわーすごいですてるんですか
10751,60年間やっていますので,へー六十年も,うわーすごいですてるんですか
9910,6年前,六年前ですか,六年前ですか
7788,6年前,えっ,六年前ですか
4744,6年前,えっ,六年前ですか
9732,6年前,あ六年前に,六年前ですか
17456,6月に,はい,はい
8112,88とか90歳ってことはおお祝いをしますよね,しますね,あーはいはい
8069,88とか90歳ってことはおお祝いをしますよね,あーはいはい,あーはいはい
15550,88とか90歳ってことはおお祝いをしますよね,あはいはいしますします,あーはいはい
6948,88とか90歳ってことはおお祝いをしますよね,はいあーそうですね,あーはいはい
10467,88とか90歳ってことはおお祝いをしますよね,うんしま,あーはいはい
441,88とか90歳ってことはおお祝いをしますよね,そうですよね,あーはいはい
8066,88とか90歳ってことはおお祝いをしますよねそう,しますねー,しますねー
2362,88とか90歳ってことはおお祝いをしますよねそういうのを,しますね,します
6352,88とか90歳ってことはおお祝いをしますよねそういうのを,します,します
8567,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あーそうなんですかー,あそうなんですか
3760,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あっそうなんですか,あそうなんですか
5963,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,えーどうしてでしょうか,あそうなんですか
9484,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,え,あそうなんですか
680,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あそうなんですか,あそうなんですか
241,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あそうなんですか,あそうなんですか
11192,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あそうですか,あそうなんですか
7858,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あー,あそうなんですか
11464,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,あなんでですか,あそうなんですか
4748,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,ええあそうなんですかー,あそうなんですか
6367,8年ぐらいは,八年ですか,ええ
2763,8年ぐらいは,ええああ,ええ
9366,8年ぐらいは,うーんはい,ええ
12328,8年ぐらいは,あそうですか,ええ
12534,8年ぐらいは,ああ,ええ
14741,8歳くらいまでは色々何か,えうん,えうん
5664,8歳くらいまでは色々何かおっかないような,はあ,はあ
2841,8歳くらいまでは色々何かおっかないような感じが,あー,あ
3911,8歳くらいまでは色々何かおっかないような感じが,あはっは,あ
6463,8歳くらいまでは色々何かおっかないような感じがしたりする,そうですね,あー
13482,8歳くらいまでは色々何かおっかないような感じがしたりする,あそうなんですか,あー
3720,8歳くらいまでは色々何かおっかないような感じがしたりする,あー,あー
9695,8歳くらいまでは色々何かおっかないような感じがしたりする,あー,あー
15034,8歳くらいまでは色々何かおっかないような感じがしたりする,はいそうですね,あー
2998,8歳くらいまでは色々何かおっかないような感じがしたりすることも,うーん,小さいですよね
6338,8歳くらいまでは色々何かおっかないような感じがしたりすることも,そうですよね,小さいですよね
12174,8歳くらいまでは色々何かおっかないような感じがしたりすることも,小さいから,小さいですよね
15020,8歳くらいまでは色々何かおっかないような感じがしたりすることも,あーそうかもしれないですねーうーん,小さいですよね
2463,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,そうですね,そうですよね
17480,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,はいありましたありました,そうですよね
2622,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,そうですよね,そうですよね
10444,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,えーええ,そうですよね
11981,あ,うんうーんなんでしょうかね,はい
13638,あ,うーん映画鑑賞,はい
180,あ,ええはいあとはうんはい,はい
13842,あうなる,なれたらいいなって,うーん
1554,あうなることができたら,そうです,そうです
2645,あうなることができたら,そうです,そうです
4313,あうなることができたら,ええなれたらいいですよねー,そうです
13790,あうなることができたらそれがいいんではないかなと,うーん,そうですそれ
7401,あうなることができたらそれがいいんではないかなと,いいですよねー,そうですそれ
495,あうなることができたらそれがいいんではないかなと,そうですねー,そうですそれ
15341,あうなることができたらそれがいいんではないかなと,はあそうですね,そうですそれ
10357,あうなることができたらそれがいいんではないかなと,そうですよね,そうですそれ
4836,あうなることができたらそれがいいんではないかなと,そうですそれ,そうですそれ
15559,あうなることができたらそれがいいんではないかなと思ったりしております,はいはい,はいそうですよね
11176,あうなることができたらそれがいいんではないかなと思ったりしております,一番いいことですええはい,はいそうですよね
17675,あうなることができたらそれがいいんではないかなと思ったりしております,はいそうなんですね,はいそうですよね
4932,あうなることができたらそれがいいんではないかなと思ったりしております,はいほんとですね,はいそうですよね
2231,あうなることができたらそれがいいんではないかなと思ったりしております,うんそうですよね,はいそうですよね
1237,あうなることができたらそれがいいんではないかなと思ったりしております,そうですはいはい,はいそうですよね
539,あきらめていましたので,うーんうん2か月たってるから,あー
4705,あきらめていましたので,あーはいはいはいはい,あー
14592,あきらめていましたので,えー諦めてらしたんですか,あー
2881,あきらめていましたので,あー,あー
4206,あきらめていましたので,そうですよね,あー
16267,あきらめていましたので,そうですよね,あー
2336,あげたいと言って,へー,そーですかー
10298,あげたいと言って,そーですかー,そーですかー
7980,あげたいと言って,あーそうですかー,そーですかー
3800,あげられる,る,る
9598,あげられる自分で最後まで元気でいたいです,あーでもすごいいいことですよねー素晴らしいこと,あーでもそうですね
13283,あげられる自分で最後まで元気でいたいです,あ素晴らしいですね,あーでもそうですね
17406,あげられる自分で最後まで元気でいたいです,そうですよねー,あーでもそうですね
5733,あげられる自分で最後まで元気でいたいです,そうですね,あーでもそうですね
1123,あげられる自分で最後まで元気でいたいです,はーそうですか,あーでもそうですね
10681,あげられる自分で最後まで元気でいたいです,あーはいそうですね,あーでもそうですね
4215,あげるようにと,えー,そうなんですか
9106,あげるようにと,そうなんですか,そうなんですか
16796,あげるようにと,うーん,そうなんですか
4351,あげるようにと思って,楽しいですよね,そうなんですか
1234,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,うーんええ,あーはいはいはい
2379,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,ああはい,あーはいはいはい
5143,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,ええ,あーはいはいはい
15870,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,手をかけて,あーはいはいはい
7250,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あはっあーそうなんですね,あーはいはいはい
2073,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あー,あーはいはいはい
10873,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,あーはいはいはい,あーはいはいはい
4841,あげるようにと思ってあっち動かしたりこっち動かしたりしながらそのー鉢,そうか,やっか
8454,あげるようにと思ってあっち動かしたりこっち動かしたりしながらそのー鉢,やってみえるのねうんうんうん,やっか
9629,あそれは,難しいかもしれない,進行かもしれない
5133,あそれは,進行,進行かもしれない
1609,あそれはちょっと,うーん,難しい
11487,あそれはちょっとわたくし,へへっそうですね,そうですよねー
7839,あそれはちょっとわたくし,そうですよねー,そうですよねー
2876,あたくしの住まいが,はいお住まいは,はいお
7706,あたくしの住まいが渋谷区の代々木上原なんですね,はい代々木上原,はい代々木上原
3929,あたくしの住まいが渋谷区の代々木上原なんですね,あ代々木上原はい,はい代々木上原
4393,あたくしの住まいが渋谷区の代々木上原なんですね,はい代々木上原なんですね,はい代々木上原
9361,あたくしは,ふーん,ええ
17286,あたくしは,ええ,ええ
10438,あたしは娘に,なるほど,あー
3374,あたしは娘に感謝しています,はええそうですか,そう親孝行ですね
522,あたしは娘に感謝しています,はいそう思います,そう親孝行ですね
1624,あたしは娘に感謝しています,あー,そう親孝行ですね
14685,あたしは娘に感謝しています,凄いはい,そう親孝行ですね
12975,あたしは娘に感謝しています,そうなんですね,そう親孝行ですね
13505,あたしは娘に感謝しています,ほんと親孝行ですね,そう親孝行ですね
16781,あたら何か仕事がを,うん行っておられる,うん行っておられる
3599,あたら何か仕事がをしたいということで登録をしておりまして,あ登録されたんですね,あ登録されたんですね
4349,あたら何か仕事がをしたいということで登録をしておりまして,あ登録されたんですね,あ登録されたんですね
13345,あたら何か仕事がをしたいということで登録をしておりまして,あはい,あ登録されたんですね
3587,あたら何か仕事がをしたいということで登録をしておりまして,あっそーなんですねー,あ登録されたんですね
13587,あたることもありましたけれども、,ええ,わぁ
11415,あたることもありましたけれども、,わぁ,わぁ
9572,あたることもありましたけれども、,ああああええええ,わぁ
7757,あたることもありましたけれども、,えー,わぁ
12114,あたることもありましたけれども、百メートル,それはちょっと,それはちょっと
10784,あたることもありましたけれども、百メートル,あー危ない,それはちょっと
4124,あたるんですけれども,ああはい,ああはい
1439,あたるんですけれども,はーはいはいはい,ああはい
10690,あっ,おー,おー
12830,あっ,あ今しょうが,おー
5451,あっえー,うんうんありました,うんうんありました
14712,あっえー自宅は,小学生はい,小学生はい
974,あっえー自宅はあー小学校のあー生まれたところは,生まれたところは,生まれたところは
3771,あっそれはちょっと,もったいないです,あはい
8106,あっそれはちょっと大きすぎますねちいちゃい頃ですねちいちゃい,あはははっは,あはははっは
6982,あって,あええ,あええ
6641,あっもう出たら若松町方面にあのー出口出るんだなっと思ってそいで左に行ってそれからあのー,あはは,そうです
9018,あっもう出たら若松町方面にあのー出口出るんだなっと思ってそいで左に行ってそれからあのー,はいあはっはい,そうです
17194,あっもう出たら若松町方面にあのー出口出るんだなっと思ってそいで左に行ってそれからあのー,そうです,そうです
3059,あっもう出たら若松町方面にあのー出口出るんだなっと思ってそいで左に行ってそれからあのー,えへっ,そうです
9957,あっ行くわよっていう,あー,あ
17011,あっ行くわよっていう返事を,あははは,あははは
2270,あっ行くわよっていう返事を,はーそうなんですね,あははは
4216,あっ行くわよっていう返事を,あ,あははは
13804,あっ行くわよっていう返事をいただいたので,あーあそうなんですね,あーあそうなんですね
2473,あと,あとは,うーん
6310,あと,塗り絵ゴム飛び缶蹴り,うーん
1362,あとあー,ほかにも趣味が,うーん
12010,あとなんせイギリスの,あっ,そうですね
4564,あとなんせイギリスの子供と,そうですね,そうですね
14464,あとなんせイギリスの子供と,あっ,そうですね
9223,あとなんせイギリスの子供と,そうですね,そうですね
3803,あとなんせイギリスの子供と会える,あーはいはい,そうですね
439,あとなんせイギリスの子供と会える,そうですね,そうですね
3270,あとなんせイギリスの子供と会える,そーですね,そうですね
13262,あとなんせイギリスの子供と会えることが,楽しみですねー,ええ
2988,あとなんせイギリスの子供と会えることが,そうですね,ええ
6653,あとなんせイギリスの子供と会えることが,楽しみですよね,ええ
5796,あとなんせイギリスの子供と会えることが,楽しみですね,ええ
17626,あとなんせイギリスの子供と会えることが,あそうですねそうですね,ええ
9991,あとなんせイギリスの子供と会えることが,あーあ,ええ
15595,あとなんせイギリスの子供と会えることが,ええ,ええ
5265,あとは,あとは,あとは
3450,あとは,ちょっと時間を潰して,あとは
827,あとは,うーん,あとは
15022,あとは,あとは,あとは
901,あとは,あとは,あとは
9393,あとは,はいあとはどうでしょうか,あとは
17075,あとは,あとははいどうでしょうか,あとは
7735,あとは,へえ,あとは
1353,あとは,あとは,あとは
891,あとは,あとは,あとは
4638,あとは,凄いですね,あとは
2416,あとは,そうなんですねうん,あとは
3481,あとは,そういううーん,あとは
17764,あとは,いい運動になりますよ,あとは
8531,あとは,あとは,あとは
11358,あとは,あとは,あとは
