,input,answer,predict
25,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の,"['軽井沢に', 'うーん', 'いいですね', '素敵ですね']",あー
26,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の旅行に,['旅行'],あー
27,20代だいぶ昔の話ですけれども20代の後半に仲良し3人組で女性ですがあのまー安い宿を使って軽井沢に2泊の旅行に行こうとあ1泊の旅行に行こうということになったんです,['はー'],あー
28,20年代戦後間もない,['二十年代戦後ですね'],はい
29,20年代戦後間もない頃ですが,"['そうですよね', 'あーはいはい']",はい
30,2つのおはじきの,"['ああ', 'ええええええああああ']",あー
31,2つのおはじきのあいだを,"['あーそうでしたね', '指でうん', 'あはい', 'あーはいはいはい']",あ
32,2つのおはじきを,"['あはい', 'はいうん二つの']",あー
33,2人して何かあのー計画しあのー,"['うんわーうーん', 'はいはいへー']",あ
34,2年で辞めまして,"['あはい', 'ええあはい', 'あーはい', 'そうなんですか', 'はいあーそうだったんですか', 'あーそうだったんですか', 'はいあ', 'えっ']",あ
35,2年で辞めましてその後文化服装学院の大学の,['あはい'],あ
36,2年で辞めましてその後文化服装学院の大学の方に入りまして,['そちらのほうにええ'],あ
37,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で,['ああ'],あそうなんですね
38,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして,"['あーそうなんですねー', 'ええ凄いですね', 'あデザイン科で勉強されて', 'へー凄い']",あそうなんですね
39,2年で辞めましてその後文化服装学院の大学の方に入りましてデザイン科で勉強しまして4年間そこに行きました,['あ'],あはい
40,2年連続,['はい二年連続で'],はい
41,2本のうち1本当たりましたので,"['あ', 'わーす素晴らしいですねー', 'やっ凄いですー視力がいいんですね', 'あっえー良かったじゃないですか', 'わっ素晴らしい', 'あー良かったです', 'わー凄いですね', 'へー', 'あっわー凄いですね']",あ
42,2泊,"['二泊', '二泊', 'わーそうですかー']",はい
43,2泊泊まってそれで,"['あ', 'へえ']",あ
44,2泊泊まってそれで年末の,['泊まられて'],あ
45,2泊泊まってそれで年末の31日に父親が,"['年末から', 'えっそんなに']",あ
46,300メートルばかり,['ええ'],そうなんですか
47,30人,"['あ', 'うーん', 'えっ', 'ええ', '三十名で', 'ほー', 'はいあー', '三十人も', 'えっ三十人も', 'ほー', 'はー']",はい
48,31日に,['そうですよね'],そうなんですか
49,31日に帰っていくのですが,"['あーそうだったんですねー', 'へえ', 'あー']",あーそうなんですね
50,31日に帰っていくのですが私は,"['はあ', 'そうなんです']",あーそうなんですね
51,31日に帰っていくのですが私はその子と会うのがとても楽しみで,"['ええええええええそうですよね', 'そうですね楽しいですね', 'うんあそうなんですか', '可愛い', 'そうですね']",あーそうですか
52,39年ですけれども,"['三十そうですねはい', 'はい昭和三十九年', 'よん三十九年ですかねええ']",はい
53,3人とも勤め先が違いますので,"['あーはい', 'ええええあそうなんですね']",あー
54,3人とも勤め先が違いますのでえーとどこの駅でしたか集合ということで急行電車に,['待ち合わせして'],あ
55,3年間の,"['凄い', '良かったですね']",はい
56,3年間の付き合いを持って,"['うーん', 'やりましたねええ', 'はぁー', 'へえ']",はい
57,40代の,"['そうです', 'えー三十', '凄い', '凄いです', '大正琴三十年やってるんですか']",そうなんですか
58,40代の終わりから,['あーはいはい'],はい
59,40代の終わりから現在まで,"['あ', 'わーずーっと', 'へえ']",あ
60,40代の終わりから現在までえー,['今まで'],あ
61,40代の終わりから現在までえーやってます,"['すごいですねー', 'あっはー長いですね', 'はいそうですか', 'あーはいはい', 'そんなに長くですか', 'あーお好きなんですね']",あ
62,40分の道のりですのでね,"['うーん長いですね', 'ええうん結構長いですね', 'ええ長いですね', 'うーんそうですね結構ありますもんね', 'ええそうですね']",はい
63,4かぐらいは,"['はい四日も', 'もうええ']",はい
64,4年の所を優待生で,"['あ', 'えー']",あ
65,4年の所を優待生で3年間で,"['ああ', 'はー', 'へえ', 'えっ優待生']",あー
66,4年の所を優待生で3年間で終了させていただきまして,"['凄いうん', '凄いはい', 'うわーはいわー凄い', 'わー凄いですね', '凄い優秀ですね', 'まーあそうなんですね', 'へー凄いはい', 'すごいですねー3年', 'えー素晴らしい', 'はい', 'へー']",へえ
67,4年の所を優待生で3年間で終了させていただきまして彼女も,['さすがうん'],あーー凄いですね
68,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生の,['あ'],あー
69,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いを,['そうなんですね'],あー
70,4年の所を優待生で3年間で終了させていただきまして彼女も1年間はその学校に残りまして先生のお手伝いをしながら,"['あはい', 'わー優秀なんですね', 'えー同じように', 'やー同じ道ですね', 'へえ']",あー
71,4泊泊まって,"['四泊ですか', 'ああああ凄い', 'あ', 'あはい', 'あ四泊も', 'あーはいはい', 'うわーすごい4泊', '凄く長くなったんで']",あ
72,5センチ10センチぐらいづつに刻んで,"['はい少しづつですね', 'あー', 'そうですね']",そう
73,5センチ10センチぐらいづつに刻んでま適当ですけれども,['高さなんですねうーん'],そうですよね
74,60年間,['えっ'],はい
75,60年間やっていますので,"['わあ', 'すごく', 'あそんなに長く', 'あっ凄い長いですね', 'ええ', '六十年やってるんですか', 'えーえー', 'へー六十年も', 'うわーすごいですねー', 'はあ', '六十年もですか']",はい
76,6年前,"['えっ', 'えっ', 'あ六年前に', '六年前ですか']",そうなんですね
77,6月に,['はい'],そうなんですね
78,88とか90歳ってことはおお祝いをしますよね,"['うんしま', 'はいあーそうですね', 'あはいはいしますします', 'あーはいはい', 'そうですよね', 'しますね']",あそうなんですか
79,88とか90歳ってことはおお祝いをしますよねそういうのを,"['します', 'しますね']",あそうなんですね
80,88とか90歳ってことはおお祝いをしますよねそういうのを全部断るんですよね,"['あーそうなんですかー', 'あそうなんですか', 'あっそうなんですか', 'あそうですか', 'え', 'あなんでですか', 'あそうなんですか', 'ええあそうなんですかー', 'えーどうしてでしょうか', 'あー']",あそうですか
81,8年ぐらいは,"['八年ですか', 'うーんはい', 'ああ', 'ええああ', 'あそうですか']",はい
82,8歳くらいまでは色々何かおっかないような,['はあ'],あ
83,8歳くらいまでは色々何かおっかないような感じが,"['あー', 'あはっは']",あ
84,8歳くらいまでは色々何かおっかないような感じがしたりする,"['はいそうですね', 'あそうなんですか', 'そうですね', 'あー', 'あー']",あ
85,8歳くらいまでは色々何かおっかないような感じがしたりすることも,"['うーん', 'あーそうかもしれないですねーうーん', 'そうですよね', '小さいから']",あー
86,8歳くらいまでは色々何かおっかないような感じがしたりすることもありましたけれども,"['えーええ', 'そうですよね', 'はいありましたありました', 'そうですね']",あそうなんですね
87,あ,"['うーん映画鑑賞', 'ええはいあとはうんはい', 'うんうーんなんでしょうかね']",そうなんですか
88,あうなることができたら,"['ええなれたらいいですよねー', 'そうです', 'そうです']",そうですよね
89,あうなることができたらそれがいいんではないかなと,"['そうですそれ', 'はあそうですね', 'そうですよね', 'いいですよねー', 'うーん', 'そうですねー']",そうですよね
90,あうなることができたらそれがいいんではないかなと思ったりしております,"['一番いいことですええはい', 'うんそうですよね', 'はいはい', 'はいほんとですね', 'はいそうなんですね', 'そうですはいはい']",そうですよね
91,あきらめていましたので,"['あーはいはいはいはい', 'あー', 'そうですよね', 'えー諦めてらしたんですか', 'そうですよね', 'うーんうん2か月たってるから']",そう
92,あげたいと言って,"['あーそうですかー', 'へー', 'そーですかー']",はい
93,あげられる,['る'],そうなんですか
94,あげられる自分で最後まで元気でいたいです,"['はーそうですか', 'そうですよねー', 'あーはいそうですね', 'あーでもすごいいいことですよねー素晴らしいこと', 'あ素晴らしいですね', 'そうですね']",そうですよね
95,あげるようにと,"['そうなんですか', 'うーん', 'えー']",あー
96,あげるようにと思ってあっち動かしたりこっち動かしたりしながら,"['うーんええ', 'あー', '手をかけて', 'あはっあーそうなんですね', 'あーはいはいはい', 'ええ', 'ああはい']",あー
97,あげるようにと思ってあっち動かしたりこっち動かしたりしながらそのー鉢,"['やってみえるのねうんうんうん', 'そうか']",あー
98,あそれは,"['難しいかもしれない', '進行']",そうなんですか
99,あそれはちょっと,['うーん'],そうですか
100,あそれはちょっとわたくし,"['そうですよねー', 'へへっそうですね']",そう
101,あたくしの住まいが渋谷区の代々木上原なんですね,"['はい代々木上原なんですね', 'あ代々木上原はい', 'はい代々木上原']",あ
102,あたくしは,"['ええ', 'ふーん']",そうなんですか
103,あたしは娘に,['なるほど'],そうなんですか
104,あたしは娘に感謝しています,"['はええそうですか', 'はいそう思います', '凄いはい', 'あー', 'そうなんですね', 'ほんと親孝行ですね']",あ
105,あたら何か仕事がをしたいということで登録をしておりまして,"['あっそーなんですねー', 'あはい', 'あ登録されたんですね', 'あ登録されたんですね']",あー
106,あたることもありましたけれども、,"['わぁ', 'えー', 'ああああええええ', 'ええ']",あー
107,あたることもありましたけれども、百メートル,"['それはちょっと', 'あー危ない']",あー
108,あたるんですけれども,"['ああはい', 'はーはいはいはい']",はい
109,あっ,"['おー', 'あ今しょうが']",そうなんですか
110,あっえー自宅は,['小学生はい'],あ
111,あっそれはちょっと大きすぎますねちいちゃい頃ですねちいちゃい,['あはははっは'],あ
112,あって,['あええ'],そうなんですか
113,あっもう出たら若松町方面にあのー出口出るんだなっと思ってそいで左に行ってそれからあのー,"['そうです', 'あはは', 'はいあはっはい', 'えへっ']",あはは
114,あっ行くわよっていう返事を,"['あ', 'はーそうなんですね', 'あははは']",あー
115,あとあー,['ほかにも趣味が'],はい
116,あとなんせイギリスの子供と,"['そうですね', 'そうですね', 'あっ']",はい
117,あとなんせイギリスの子供と会える,"['そうですね', 'あーはいはい', 'そーですね']",そう
118,あとなんせイギリスの子供と会えることが,"['楽しみですねー', 'あそうですねそうですね', 'ええ', 'あーあ', 'そうですね', '楽しみですね', '楽しみですよね']",そう
119,あとは,"['ちょっと時間を潰して', 'あとは', 'そういううーん', 'あとは', 'そうなんですねうん', '凄いですね', 'はいあとはどうでしょうか', 'あとは', 'いい運動になりますよ', 'あとは', 'あとははいどうでしょうか', 'あとは', 'あとは', 'うーん', 'あとは', 'へえ']",はい
120,あとはあー左上から,['左上から右下に'],はい
121,あとはあー左上から右下に向けて斜めいっぱいにね,['うんあ'],あ
122,あとはお友達と,['あとは'],はい
123,あとはお友達とお食事会に行く,"['あーはいはい', 'あ食事会', 'あ', 'いいですねー']",あ
124,あとはお友達とお食事会に行くそれから,"['あっはい', 'あーはいはいうん', 'あお食事ですね', '楽しいですよねうんうん']",あ
125,あとはお友達とお食事会に行くそれからえーと旅行ですね,"['あ', 'はいあ', 'はあ', 'あーいいですねー', 'あ', 'うーんはいはいはい']",あ
126,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が,"['そうなんですね', '旅行に', 'そうですね', '旅行']",あ
127,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなので,"['いいですいいですはい', 'そうなんですか', 'ねえ']",あそうなんですね
128,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体,"['そうですよねうん', '旅行も楽しいはい']",あそうなんですね
129,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体ひと月に一回ぐらいは,"['へー', 'あーはい', 'あーいいですね', 'あひと月に一回も行かれるんですか', 'えーほんとですか', 'えっ', 'うーん', 'わあ', 'あそんなに']",あそうですか
130,あとはお友達とお食事会に行くそれからえーと旅行ですね旅行が好きなのであのー大体ひと月に一回ぐらいは箱根伊豆,"['凄いえー', '凄い', 'おおいあーそうですかー', 'うん思う', 'へー羨ましい', 'あ', 'あー']",あそうですか
131,あとはまー麻雀もね,"['あ', 'はい麻雀はどうでしょう']",はい
132,あとはもうあのー何とかあのー若松河田町まで,"['あ', '若松河田町まで']",あ
133,あとはもうあのー何とかあのー若松河田町まで来れたんですけど,['あーはいはいはい'],あはい
134,あとはゴム飛びは,"['はい', '得意はい']",はい
135,あとはー,"['はいあとほかにも釣れるんですかハゼのほかにはどんなものが釣れるんでしょうはい', 'はいへーバケツ一杯', '面白いですねうんうんうんうんはっうん', 'うんあとはうん', 'ええねえあとはあとはなんでしょう', 'うんあとはなんでしょうかねーええうーん', 'うんええうん他にあなにかありますか']",はい
136,あとは石蹴りだとか,['あとは石蹴りですか'],はい
137,あとは缶蹴りは,['あとは缶蹴りは'],はい
138,あとまー最近,"['もったいない', 'あとは']",はい
139,あともう一つ,['あともう一つは'],はい
140,あとスポーツではね今は,['んー'],あー
141,あとスポーツではね今はないんですけど,['スポーツは'],あ
142,あとスポーツではね今はないんですけど三角ベースといいましてね,"['んー', 'はいはい', 'はあ', '三角ベース', 'あっ知らないですそれ', 'ほう', '三角ベースですね']",あ
143,あとドッジボールも,"['あー', 'んー', 'あー']",あー
144,あとドッジボールもしましたね馬跳び,"['あードッジボールうんうんうん', 'あーはあはあうんええうん', 'そうですねはい', 'あーはいはいうん', 'あええはい', 'ドッジボールもですか馬跳びはいあとは', 'あっそうなんですねええ', 'あードッジボールですねはい', 'ああええええええ', 'ドッジボール好きでしたーええ']",あ
145,あとー日舞とか,"['あとは', 'いいですよねうーん']",はい
146,あとー日舞とか洋舞とか,"['わー', 'あー', 'へー', 'あっ', '日舞も']",はい
147,あとー日舞とか洋舞とかやってましたけども,"['わっす凄いいっぱいやってますね', 'あっ凄いですねはい', 'へーたくさんうん', '日舞ええ', 'うーんたくさんですねー', 'あーそうなんですか', 'あ凄い凄いですね', 'わー凄いですね踊りも']",あー
148,あの,"['そうなんですね', 'もう何もかもが', 'さらに', '何か', 'あ', 'うーん', 'ちゃんと地図の通り', 'あっ', 'うーん', 'はあ', 'へえ', 'はあ', 'かっこいいですよねー', '高校生', 'えうーん']",そうなんですか
149,あのあたくしの小さい頃はなにになりたいとかっていうのはあまりか聞かれた,['うーん'],あーはい
150,あのあたくしの小さい頃はなにになりたいとかっていうのはあまりか聞かれたことがな,"['あそうなんですか', 'そうなんですね', 'あー', 'えー', 'えっそうなんですか', 'あっそうなんですねー']",あーそうなんですね
151,あのあたしもあとを継いで,['あー'],あー
152,あのあ澤田美喜さんのように,['うーん'],あ
153,あのあ澤田美喜さんのようにあの横浜のエリザベスサンダースホームの,['あっはい'],あ
154,あのうちの近くの,['はいお近くの'],あー
155,あのお見舞いには来られないと,['あそうですか'],あー
156,あのきちっとした身だしなみを,['あー'],あー
157,あのきちっとした身だしなみを整えていたいって,"['うーん', 'へえ', 'そうなんですね']",あー
158,あのきちっとした身だしなみを整えていたいっていうの,['あー'],あー
159,あのきちっとした身だしなみを整えていたいっていうの女性ですから,"['あー', '突然', '偉い', 'あうん', 'はあ']",あー
160,あのきちっとした身だしなみを整えていたいっていうの女性ですからやっぱり,['あー'],あー
161,あのきちっとした身だしなみを整えていたいっていうの女性ですからやっぱりあるんですよね,"['へえ', 'はあうんそうなんですね', 'うーんあーはいはい', 'ありますね', '偉いですね', 'あー', 'はいはい', 'ああそうなんですね', 'はー']",あーそうなんですね
162,あのきちっとした身だしなみを整えていたいっていうの女性ですからやっぱりあるんですよねそれでも子供たちはもうにこにこにこしながら,"['えへへ', 'あは', 'あっふふ']",そうなんですね
163,あのきちっとした身だしなみを整えていたいっていうの女性ですからやっぱりあるんですよねそれでも子供たちはもうにこにこにこしながらもうお母さん,['うふふふふっふっふっ'],ああ
164,あのきちっとした身だしなみを整えていたいっていうの女性ですからやっぱりあるんですよねそれでも子供たちはもうにこにこにこしながらもうお母さんおめでとう,"['えー', 'あはははは']",あー
165,あのきちっとした身だしなみを整えていたいっていうの女性ですからやっぱりあるんですよねそれでも子供たちはもうにこにこにこしながらもうお母さんおめでとうおめでとう,"['うーん', '凄い', 'えー', 'えー泣けてきますね', 'うんうんあーそうですかー']",あー
166,あのきちっとした身だしなみを整えていたいっていうの女性ですからやっぱりあるんですよねそれでも子供たちはもうにこにこにこしながらもうお母さんおめでとうおめでとうっていって,"['いーですねー素敵だわー', 'でも嬉しいふっふっ可愛い', 'あはははっはあーうんうん', 'うそー信じられないうん']",ああ
167,あのこちらにあのお伺いしたのはあの今年の春に,['春にですか'],あ
168,あのこちらにあのお伺いしたのはあの今年の春にえー今まで仕事をしておりましたんですが,"['おおはい', 'はいお仕事で', 'あはい']",あそうなんですか
169,あのこちらにあのお伺いしたのはあの今年の春にえー今まで仕事をしておりましたんですがあの定年退職を,"['あ', 'あ', 'うーん']",あそうなんですか
170,あのこちらにあのお伺いしたのはあの今年の春にえー今まで仕事をしておりましたんですがあの定年退職をしましたんで,"['そうですかはい', 'そうでしたか', 'はいご退職されて']",あそうなんですね
171,あのずっと仕事をしておりましたけれども,['あそうなんですね'],あ
172,あのずっと入りたいところに,['はあ'],あー
173,あのずっと入りたいところにお陰様で入れましたので,"['あーはいはい', 'それは良かったですね', 'あーそうですか', 'あー']",あーそうなんですか
174,あのちょっと勉強をしてかじってみたりとか,"['へえ', 'あそういうこともされたんですね', 'あそうですかうん', 'へえ', 'あっええええ', 'あっそーだったんですねー', 'えー', 'あええええそうなんですか']",あ
175,あのできることはあのー自分でしたいというのが私の,"['うーん', 'あー']",あー
176,あのできることはあのー自分でしたいというのが私の主義ですから,"['あーはい', 'そうですね', 'そうですね', 'あーはい', 'あーそうですよね']",あー
177,あのでておりましてね,"['あーそうなんですか', 'あそうなんですか', 'それはい']",あ
178,あのとても胸に焼き付いてしまって,"['うーんええ', 'はいあーそーなんですねー', 'うーんはい', 'ええ']",あー
179,あのなんですかねあの駆けっことか,['かこっこも'],あー
180,あのなんですかね末っ子だったし何にも,"['末っ子たっだんですね', 'あ', 'あはい']",あ
181,あのなんですかね末っ子だったし何にもすることがないのでよく遊びましたけれど,"['ほうええええ', 'あっそーですかー', 'あー']",あそうですか
182,あのなんですかね末っ子だったし何にもすることがないのでよく遊びましたけれどそれにまー女の子があんまり近くにいなかったって,"['あー', 'あ', 'あ', 'あーはい', 'あ', 'あそうなんですか']",あそうなんですね
183,あのなんですかね末っ子だったし何にもすることがないのでよく遊びましたけれどそれにまー女の子があんまり近くにいなかったっていうことで,"['あ', 'あっそーなんですね', 'そうだったんですね', 'そうなんですね', '男の子ばっかり']",あそうなんですね
184,あのなんですかね末っ子だったし何にもすることがないのでよく遊びましたけれどそれにまー女の子があんまり近くにいなかったっていうことで男の子が,"['男の子と', 'そうですか']",あそうなんですね
185,あのなんですかね末っ子だったし何にもすることがないのでよく遊びましたけれどそれにまー女の子があんまり近くにいなかったっていうことで男の子がいて,['うふっふ'],あそうなんですね
186,あのなんですかね末っ子だったし何にもすることがないのでよく遊びましたけれどそれにまー女の子があんまり近くにいなかったっていうことで男の子がいて私の兄もいましたすぐ,"['あ', 'あー', 'はいお兄様も']",あそうなんですね
187,あのなんですかね末っ子だったし何にもすることがないのでよく遊びましたけれどそれにまー女の子があんまり近くにいなかったっていうことで男の子がいて私の兄もいましたすぐえーと,"['はいお兄様とうん', '男の子ばっかりでええ', 'そうなんですねうーん']",あそうなんですね
188,あのはたちちょいとの時のあの突き抜けるような,"['ほんとでも', 'そーですねー', 'うーん', 'あはは']",うーん
189,あのはたちちょいとの時のあの突き抜けるような喜びというのは,"['そうですよね', 'はあ', 'そーですねー']",うーん
190,あのはたちちょいとの時のあの突き抜けるような喜びというのはま恐らく一番といっていいのではないかと,"['突き抜ける喜び', 'わー', 'うーん', 'あー一番なんですねーはい', 'あははは', 'そうですね', 'あーはいはいはい']",そうですよね
191,あのはたちちょいとの時のあの突き抜けるような喜びというのはま恐らく一番といっていいのではないかと思います,"['はいわーすごいほんとにいいお話だ', 'ほんとその通りですね', 'ですねうん', 'そうですねー', 'はーす素敵ですね']",そうですよね
192,あのひっくり返すんですね,"['ああ', 'はいひっくり返すんですね', 'あはい', 'あー', 'うんひっくり返すんですね', 'おおおおおお', 'へー', 'あーああああ']",あー
193,あのよく観ます,"['家でですね', 'あーはい', 'あー', 'あーそうなんですね', 'あーうちで', 'あっそうですかー', 'あーそうですか', 'へえ', 'へえ', 'あレンタルされるんですか']",あー
194,あのビデオなり何なり,['ビデオで'],あー
195,あのビデオなり何なり兄弟が映画や音楽に興味を持っているのがおりまして,"['あーそうですか', 'ご兄弟がはい']",あー
196,あのプレイなんですねですから,"['あーそうなんですね', 'あー瞬発力とかですか', 'そうですか', 'へーはい', 'ああああ', 'あそうなんですか']",あー
197,あのプレイなんですねですから頭をしょっちゅう使ってないとなかなか,"['わ大変だ', 'あーそうですかー']",あー
198,あのプレイなんですねですから頭をしょっちゅう使ってないとなかなかえー仲間にも勝つことができないと,['あー'],あー
199,あのプレイなんですねですから頭をしょっちゅう使ってないとなかなかえー仲間にも勝つことができないという,['あー'],あー
200,あのプレイなんですねですから頭をしょっちゅう使ってないとなかなかえー仲間にも勝つことができないということで,"['ああそうなんですか', 'そうなんですね', 'へー', 'へー']",あー
201,あのプレイなんですねですから頭をしょっちゅう使ってないとなかなかえー仲間にも勝つことができないということで脳のですね鍛え方にも,"['うんああ', 'ええああ']",あーそうなんですね
202,あのプレイなんですねですから頭をしょっちゅう使ってないとなかなかえー仲間にも勝つことができないということで脳のですね鍛え方にも関連してくると,"['あっ', 'そういうことなんですね', 'へー']",ああ
203,あのプレイなんですねですから頭をしょっちゅう使ってないとなかなかえー仲間にも勝つことができないということで脳のですね鍛え方にも関連してくると思いますので,"['えーそうなんですね', '体と頭と両方使って', 'あーそうなんですね', 'そうですね', 'ボケ防止になりますよね', 'はあうん', 'そうですよね', 'あーそうですかー']",あーそうなんですね
204,あのラグビー部のある学校に,"['まっ', 'えっわざわざ']",あ
205,あのレース編みをちょこっと,"['はあ', 'レース編みですか', 'レース編み', 'あっ', 'あレース編みあー', 'ほー']",あー
206,あのー,"['はい夏目坂通り', '二人で', 'そうですよねー', 'これからは', 'そうです', 'ビー玉', '一緒にね', 'ああよかったです', 'へえ', 'そうなんですかー', 'ねーお元気な', 'それは嬉しいですね', 'わあ', 'びっくりですものね', 'そうですね', 'ああ', 'そうなんですかはい', 'うーん', 'そうですか', 'ずっと', 'それ', 'あ船を出してうん', '船もうん', '凄いうん', 'へえ', 'はあ', 'ほぉん']",そうなんですか
207,あのー6年とか5年生の仲間に入れられて,"['あーあーあーあー', 'へえ', 'おー', 'あー', 'あはははははっはっ', 'あははは']",あ
208,あのー6年とか5年生の仲間に入れられてあのー自分は,"['そうですよね', '上級生と', 'えー凄いですね']",あ
209,あのー6年とか5年生の仲間に入れられてあのー自分はそこの,"['へー', 'わぁすごーい']",あ
210,あのー6年とか5年生の仲間に入れられてあのー自分はそこの選手みたいになってやって,"['はへ', 'ええ', 'えー運動神経よろしかたったんですね', 'えー凄いですねうーん', 'あー四年生で', 'へー凄いお力があるんですね', '凄い']",あ
211,あのーあちこち,['あー'],そうなんですか
212,あのーあちこちに行くということなんですねで,"['あー行きたいです私もはい', 'ああいい趣味', 'あーあそうです', 'あーそうですね', 'あお孫さんがですね', 'あーそうなんですね', 'ええ楽しみですねはい']",あーそうなんですね
213,あのーあちこちに行くということなんですねで今のところですね孫あー一番男の子はですね今大学4年生なんですけども,"['うーんあ大きいですね', 'あーはい', 'うーんはいはい', '大学四年生ですか', 'はいあーはい']",あそうですか
214,あのーあちこち動いて,"['うーん', 'あそういうことですね', 'へえ']",あー
215,あのーあっ,['わっ大変ですね'],そうなんですか
216,あのーあっこれ焦ってはいけない,"['へーはい', 'ああはいはい', 'あははははっはは', 'うんわ']",あ
217,あのーあっこれ焦ってはいけないでも,"['焦りますよね', '申し訳ないです', 'そー']",そうですよね
218,あのーあっこれ焦ってはいけないでも焦ってしまいそうな,"['そうですよね', 'うーん', 'そうですそうですね']",そうですよね
219,あのーあんまり,['お嬢さん二人'],そうなんですか
220,あのーいい,['十年ですか'],そうなんですか
221,あのーいい成績は取れませんでした,"['へー', 'いえいえ', 'うーん', 'いやいや', 'えー', 'あそうですかー', 'あーあはい', 'へーでも凄いですねー', 'あーそうだったんですか']",そう
222,あのーお仕事してる時が一番嬉しいんですわたくしは,"['あーそうなんですか', 'あそうですか', 'あーそうなんですか', 'えーあーそーなんですねー', 'はーそうなんですか', 'あはい', 'うんほー']",あー
223,あのーここまで辿り着きましたそんなに,"['あはい', 'ああ', 'あっ']",あ
224,あのーここまで辿り着きましたそんなに時間かからなかったんで,"['あ良かったです', 'あっ', 'あっそれは良かったです', 'あ', 'あっ', 'あ', 'ええええあ', 'あそうですか', 'あ良かったです']",あ
225,あのーここまで辿り着きましたそんなに時間かからなかったんで良かったと,"['それがうん何よりです', 'そうなんですね', '良かったです', '良かったです']",あ
226,あのーここまで辿り着きましたそんなに時間かからなかったんで良かったと思います,"['あっそうですか', 'はいそうですねー']",あ
227,あのーこの歌がね非常に,"['いい曲ですね', 'うーん', 'やー', 'あっ']",あー
228,あのーして,"['そうですねうんうん', '凄い自立してますねー', 'なかなかねそうそうできる', 'うん自分でやりたいんですね']",そうなんですか
229,あのーそうすると,['難しいですねうーん'],そうなんですか
230,あのーそのどういうひっかけ方をしたのか覚えていませんがひっかけていって,"['あーはいはい', 'へーえええええー', '引っ掛けて']",あ
