,input,answer,predict
51,あー広く浅くたしみっていうことでございます色んな事に興味があって,いいですねでもねうーん,そうですねですよね
52,着付けをしたり,あー,着付け
53,かったと思います,そうなんですね,あーですね
54,特殊な,顔彩,あーんですね
55,とってもそうですね人生の中で嬉しい思い出が,それは嬉しいです,そうですね
56,えーとてもとても辛いことがおお多いスポーツでございまして,大変なんですね,あそうなんですね
57,これは,へえ,そう
58,えーとしてもらいたい,心配ですものね,してもらいたいこと
59,で私の住まいはですね渋谷区のあのー西原ということで千代田線の上原駅のに非常に近いところなんですね,はい,あっそうなんですね
60,握手をして話ができたっちゅう,あ,夢見たいですね
61,8歳くらいまでは色々何かおっかないような感じがしたりする,そうですね,そうですね
62,人様のそうやってお世話焼きばかりしているものですから,あっは,いえいえいえいいですね
63,自分に,健康,うーん
64,で学生の頃はお琴をやっておりましたお琴にお茶お花とやっておりましたお茶は今でも好きです,あそうなんですか,あーですか
65,私のところに会社の帰り,優しいですね,うわー
66,財産はいっぱいあるものですから,あはい,あはい
67,よん四十八年,はーすごい,あー四十八年年年年年
68,それは,そうです,そう
69,中の整理,うんうんうんうんそうでしたね,整理ですよね
70,まーその当時は誰でもアメリカに行くと,うーん,あー
71,楽しいお話を聞いたりまた大変な病気をして,そうですね,あーはい
72,えー,軍人に,そう
73,人を大切にしたい,うんあ,あー
74,歴史で言えば百年ぐらい続いてるんですけど,あーそうですかはい,あ凄いですね
75,この子たちの将来がとっても気になりますねー,へー,そうですよね
76,あークラスに入れた,へえ,凄いですね
77,お料理屋さんになりたかったんですけどそれは,えー,そうなんですか
78,それがすばすべて結果としてそのたびそのたびでしたけどすべてうまくいったっていうのが私としてはいちばーん嬉しかったです,うーんいだったんですねー,そうですか
79,ただし,ずーっとはい,あ
80,もう朝は4時起き夜は10時頃までお仕事で,わあ,あー起き起き起き起き
81,えー私の住まいはあー渋谷区うー富ヶ谷,はいあっヶ谷,あ
82,時間がぎりぎりになってしまいました,いえいえとんでもないはい,いいえいえ大丈夫ですね
83,えー間違うことありません,あそうなんですか,あですか
84,でー,ええちょっとさみしいですねーうん,凄い
85,えー絵描きになりたかったのが一人いて,わー様が,あーそうなんですか
86,ことをして生きていきたいなーとは思っております,なるほど大切なことですよねー,そうですねですね
87,で,へー,そうんですね
88,18歳以上でないとあのやることができ,あーそうなんですか,あー以上以上じゃないです
89,えーそういう意味ではそのこの先生がですね空手は教えるけど決して暴力を振るうことはまかりならんよと,はいはい,そうなんですか
90,時間という,あはい,うーん
91,若松,若松,河田駅
92,僕の幸せだろうからそういう意味で一番してもらいたいこと,あはい,一番してもらいたいこと
93,と結婚してまだ間もない二三歳の子供がいるんですけども,はーそうなんですか,そうなんですか
94,自分が小さい人間って小さいなって思います,はー,あーはい
95,まーあまり深く考えて,あーそうなんですねー,あははははははは
96,そのような遊びをしておりました,えーそうなんですね,あーそうなんですね
97,えー,凄い,そう
98,今特に,なんでしょうはい,特に
99,でその時,あ,うーん
100,そして登りたいという人を一緒に連れて行きたいです,はー,あーそうなんです
101,わたくしは京王線の幡ヶ谷という所に住んでおります,ええあっはい,あはいん
102,まー図書館に行ってて,ああいいですね,図書館で
103,歌舞伎の夜の夕方夕方からの部を観に行ったりしてましたが,へえ,あーはいはい
104,褒められました,わー,あそうなんです
105,えー嬉しいことと思っております,嬉しいですね,そうですねですよね
106,そういうことで自分たちで工夫をして何かを,うーん,うーん
107,本日は朝ちょっと午前中にえーちょっとあの定期的に検査をしている病院に,ああ,あっはい
108,それから友達もたくさんいるのでえー,そう,あそうなんです
109,20年代戦後間もない頃ですが,あーはいはい,そうですよね
110,ましてね,凄い夢だ,あーはい
111,若松口というのはあの出口のことなのでここは改札口ですから,あー,あはははは
112,などに感激をしてそれから,はへー,そう
113,それにちょっとあのー腰を痛めたもんで,あーそう,あ腰をか
114,難しってことをあの言われたんです,えっそうだったんですね,あーそうなんですか
115,嬉しく,そうなんですか,あーですか
116,いうことでその小さい頃遊んだそれがですねそのまま今でも生きているという,あー,あー
117,四十年間,お若い時から四十年間も,凄い
118,子供たちが目標に向かって社会人ではありますがまー色々と身に着ける試験に合格していく,あっ,あーですか
119,内緒で持って来たんだから是非とももらってほしいっていうことでまー今は預かってるような状態ですけれども,あっそうですか,そうなんですね
120,就職をいたしました,あそうですかーもうそんなに大きくなられて,はいはいですね
121,えーその時に,ですね,あ
122,リリアンは,へえ,リリアン
123,でー新宿までまーいつものようにあのー散歩してます,お散歩されるんですか,あ散歩できてんですね
124,学校に入学できなかったんです,ああそうですか,あー残念ですね
125,まそういう,そうなんですね,うーん
126,先生がまー歩くあの走れないもんですからあのー歩くのが一番いいんじゃないかって,うーん,はあですね
127,それが一番したいことです,あはあうん,あーそうなんですね
128,の,あーそうなんですね,そう
129,その浮浪児,あはいはい,そうなんですか
130,自分勝手な考え方です,あはい,いえいえ
131,この,可愛いですね,そうんですね
132,図書費というか図書購入は,あー,ああ
133,でも誕生日ってほら年齢なんですよね,うんうーんそうですよね,そうですよね
134,それを続けてますね,凄い,あ管理がいいですね
135,まーあの自分の趣味として一番あーにあげられるあのあげるとすればえー絵画あーまー絵を描くことでしょうか,描くんですねはい,あー絵画ですか
136,スキーは一生ですね,へえ,あーなんですね
137,まっすぐそのまま,まっすぐはい,まっすぐあそうなんですね
138,やはり男の子ってのは将来が非常にきに気に,あー,そうですよね
139,そいでどんなあの痛いようなけがをしてもその先生の前に行くと,うんはー,そうですか
140,うー面白いって言ったら大変失礼ですけど,あはいはい,いえいえ言っていただけると言って
141,兄弟3人で,あ,三十年
142,非常に都心ではあるのですが,あーそうですよね,あ都心ですね
143,嬉しかったです,凄い,あはいですね
144,私はあまり美人ではないので,あっはそんなことないです,あそんなことないですよ
145,ぽんぽんとこうできないんですけど,三つではい,三つよね
146,えー将棋を覚えましてよくえー将棋の仲間,ええあはいご友人と,最近にか
147,旅行とかねいう,あー,あー
148,内緒で持って来たんだから是非とももらってほしいっていうことでまー今は預かってるような状態ですけれどもまじゃあとりあえずお預かりしてるねって,えーなんだろう,あー
149,軍艦に乗ると船が沈没して,ああ,あははは
150,おもしろくて,あーああああああ,あー
151,なんたって財産相続で毎晩のように,はは,あー
152,いうことで,もうね,うーんまとめ役なんです
153,えー満州,あっはい,満州
154,ホームにいるふたり連れの,あはい,あー
155,すいません,いいえ,いえいえ
156,友達たちにパーティー用に,はいパーティーにですか,あはい
157,のここの駅で降りて,はいそうですね,あ
158,さっそうと来た,あーはい,へえんですね
159,軍人になるかなっていう風には思ってましたけど,兵隊さんはい,あーそうなんですね
160,えーちちぶら秩父宮ラグビー場に,あはいええええ,あー今度はラグビーですかもしかして
161,虫歯が3ぼんもできちゃったんです,あらーそんなに,虫歯も3本も
162,宿というかま安宿でしたけれども着いてもう3人で狂喜乱舞した,えー,良かったですね
163,そんな感じです,あはい,はいはいですね
164,会心のレースを展開できてえー準優勝できたと一部でね,まー素晴らしいですね,凄いですねか
165,だんだんだんだんそれでは満足できないと,はー,ああ
166,けんけん,そうそうなんですねうんうん,ケンケン
167,それがすばすべて結果としてそのたびそのたびでしたけどすべてうまくいったっていうのが私と,そうなんですか,あですねちが
168,特別なことは何もしないんですが,されないんですね,あーそうなんですか
169,以上です,ありがとうございます,はいありがとうございます
170,ことはしてもらいたいっていうのはあまりなるべく人に頼らず,うーん,あ頼らず
171,えー,さすがです,そう
172,とてもあの試験なんかいいよって言ったら逆に後輩に,へっへっへっへ,あはははは
173,あのひっくり返すんですね,はいひっくり返すんですね,あ
174,インタビューにおこ,あー,あはい
175,立派な考えであったということに感動いたしました,歴史にうーん,うーんですか
176,そーですねもー夜暗くなるまでやって,ええ,わー
177,いわれて,そうなんですね,うーん
178,殿様に会ったという事です,そうなんですね初めて聞きました,へえなんですねです
179,ぱっぱっぱっとやって,をするんですね,あーなんですか
180,ございませんでした,あーそうですかでも凄いですね,あそうなんですか
181,そういうものあの自分自身でやっておりましたしあと陶芸とかも,あっ陶芸もですかー,陶芸陶芸もか
182,いえば学校の先生です,はーそうなんですねー,先生ですか
183,えーどーいうシーンでの一番っちゅうことであればいくつかあるんですけれども,むつかしいですかね,あーあはいはいはい
184,ですから学校の授業は兵隊さんに手紙を書いたり慰問袋作ったり,あーそうなんですね,へー
185,あのー水泳を昨日もやったんですけども,あはい,あー水泳を
186,女房の,そうですね奥様ですね,うーん
187,たくさんありすぎてい困りますが一番と,そんなに,あ
188,そんな,夢でした,そうなんですね
189,いうことであのーそれをずーっと続けておりましてそういう仲間がおりますので未だにそういう意味では非常にあのー幸せだなと,ほんとに健康にいいことばかりしてますね,そうですね
190,趣味もありましたしそういう意味ではあのー勉強になることが多かったんですがこのゴルフっていうのはですね御承知かと思いますけれども非常にあのー自分のですね体力だけじゃなくてえー自力あーあの頭を使う,ああ,そうですよね
191,時々来るしそれから必ず電話でですね元気元気というふうにあのー話をしてくれていますので,本当にいいですね,あーですね
192,今年の春に定年退職をしましたんで,あそうでしたね,あお疲れ様ですね
193,多い時は年間んー50回近く,あ,おっ五十回も
194,野球は好きで,あー野球は,あー野球鑑賞
195,えー真っすぐに書けと,ほー,まっすぐに
196,えー今後どういうことを自分自身して,うーん,うーんですね
197,べくもないんですが,あーそうなんですね,そうですよね
198,行ける自信がちょとないんですけども行けるチャンスがあったらまた,そうですねー,きっと
199,そこで,はいそこで,はい
200,カンボジアにまー色々なご縁ができて,あーはい,あ
201,非常に難しくて,ああ,そうですか
202,そんなものをえー家庭にあっても友達にあっても兄弟であってもそうだねといってお互いに共感しあえる,そうですねうーん,そうですね
203,でー,はー,凄い
204,友達には嫌われたくありませんからそのー病気のお話しもいっしょんなってお話はしますけどもとってもそれは何だか同い年なだけにつらいようなことも,あー,そうですねよね
205,電話をしなさいしてくれと書いてあったんです私たちは,良かったですね,凄い
206,たまたままた病気をしてしまって,あー病気されて,あーそうだったんです
207,8歳くらいまでは色々何か,えうん,へへっへへっ
208,めんことこか,めんこですか,はいめん
209,その当時の子供はみんな兵隊さんになるって男の子はみんな兵隊さんになる女の子はほとんど看護婦さんになる,あ,あーなんですね
210,そいで京都に一番行きたいです日帰りでもいいから,京都ですかはいそうなんですね,京都がいー
211,その升席っつうのが何もひいてないのでもう本当にお尻が痛くなって,あはほんとにですか,そうなんですか
212,音楽が好きなのでえーカラオケなんかもよく行きましたし,いいですねカラオケ,あそうなんですね
213,弓道はもうあの今年で60年,あ,六十年年ですか
214,葬儀のあいだじゅうそれから食事中終わってからもわたくしのあとばっかりついて,えー,あら
215,えーなんだかだでシルバーで十年程おーしご仕事というか皆さんの面倒をみてきたんです,あはい,そうなんですか
216,食事もトイレも全部自分でできますただ耳が聞こえないので,ああ,あーそうなんですか
217,えー主将になれたんだと思うんですけども,いえいえいえ,凄い凄いですね
218,60年間やっていますので,わあ,あですね
219,えー渡したいと,あ連絡がきたんですね,うーん写真を
220,15分前に事務所に着きました,あそうなんですね,あ丁度具合にか
221,自分に対しても今は嬉しいことです,そうですね,そうですねですね
222,参りまして,近いですねはい,はいお疲れ様ですね
223,えー椎間板閉塞症という,あそうなんですか,あー
224,もう全面的にしていただきたいともう常々思ってます,わかります,あーそうなんですね
225,仕事ができるのではないかとその喜びはもう生涯忘れることはできませんです,あーそうですねはい,そうですよねですか
226,したこともあります,あっあーそうなんですね,凄いですね
227,まー初めてトライしたんでね当然手は震えるしーさっき,緊張しますよね,震えますよねー
228,から木に登ったりそれから鉄棒をしたり,そうですねー,鉄棒
229,勉強じぎょ,はぁー,ああ
230,社員をうちの会社にくれやと,うーん,うーん
231,えーを見ると,はい見ますと,うーん
232,えー京王線も使ったし都営大江戸線も,ああ,あ
233,それがですね私にとってはですね一番嬉しいことですよと,うんと最高ですね,そうですね
234,寸前で,ええ,あー
235,あのー水泳を昨日もやったんですけども水泳をやっています,あーそうなんですね,あー水泳ですか
236,嬉しさにそうだそうだと昔のことを思い出して喜び合っています,うふっふふっうーん,あーそうなんですか
237,ですけども,いえ,いいえ
238,良くななりつつあるという事は素晴らしいことではないか,ええそうですね,そうですよね
239,道具を使うとなるとあとは自分たちで工夫してその道具を作ると,そうですよね,あー
240,まヨーロッパの方へ旅行中です,おおあーああああああ,あえええですか
241,それがアメリカで作って売ってるという,へえ,あー
242,大きく描いて,まあ,大きくんですね
243,いうことが今一番したい,素敵ですよね,うーん
244,体がとっても弱くて,ああうん,あっそーなんですか
245,舞台の上で,舞台でですか,あー
246,人様のそうやってお世話焼きばかりしているものですからそのーなんて,頼りにされるんですね,そうですよね
247,教えられて,へえ,学生の頃は
248,たです,へーそうなんですね,あそうなんですね
249,自分の好きなその野菜をね描きなさいと,へえ,最初に最初に文字を書いて
250,そのー葉書にね,あはい,はいはがきに
251,あのー折り紙が一番多かったですね,あ折り紙,あんですか
252,15分前に,通りああ,あっ
253,お店を持つことができました,あまー素敵ですね,へえですね
254,技術がいるわけですけれども,うーんそうなんですか,技術がいるんですね
255,えーとボール遊びとかもう本当に遊ぶこと,ねー,ええ
256,手で,わー,手作りで
257,ちょっとあのーそ意思疎通になってしまったのですが未だにもうひとかたのお友達とは,あ,そうなんですか
258,遊びを,山ですか,山を
259,は逆の方へは行きまして,えっへへっへっへっへ,逆降りて
260,まーちゅう子供が産まれたっちゅうことの喜びと,そうですよね,そうですよねー
261,支店員に頼むのはこの街のおそのー高級住宅街ちょっとドライブしてくれと,おおおお,へえへへへへへ
262,高速道路四号線が,なったんですね,賑やかにうーん
263,自分が元そのー営業車の運転手だったもんですから,手だったんですね,あーはいはい
264,のこぎりで,あー,あー
265,ある美術館にはなるべく行くようにしています,はあそうなんですね,あーはいですか美術館に
266,えー妻の実家山形県新庄市に押しかけましてね,あーそーですかー,あそうなんですか
267,えー最近ちょっとお友達が入院しましたのでお陰様で彼女がもう何事もなく退院ができたことが一番嬉しかったと,あーはい,良かったです
268,そういううー久々に仕事のおー喜びというか,あーはいはい,うーんね
269,やりましたよねあとは,あー,あね
270,わたくしにとっては,えーはい,鳥です捕まえる
271,互いに相互理解をしながら,ああ意見ですね,そうですよねー
272,えーご担当の方からここのようなモニターのえー仕事があるけど行ってみないかという,あ,あーですね
273,今は今でしたら大丈夫と思うんですけれどもあんなち血が白衣に飛んでするようなそういう勉強をしなきゃいけないのかと思うと,あはい,そうですよね
274,先生を信じてたのでしょうか先生のつけてくださるお薬は何よりも効くような,そうなんですよね,効くんですね
275,えーちょっと返事に,え,うーん
276,みんな隠れて鬼がよそをみ見てる間にその缶を蹴ってまた隠れると,えーふふっ,や隙を狙ってね
277,いう,そうですね,そうですよね
278,最近ではもう一番それが最高に嬉しかったと思います,そうですね,良かったです
279,そこでえーおぼえあのそこで始まったわけですが,あー,へえ
280,あ九死に一生をかけた方がお戻りになって生活していることも嬉しかったことですね,良かったですねうんうん,あーですね
281,えー海外からものを入れて売るというふうにして自分で仕事を見つけてえーそういう,ああ,そうなんですね
282,生きているということです,あーそうですよね,はいあーそうですか
283,あの詳細に書いあのー明示してありましたのでそれに沿ってまいりました,あそうですか,あそうなんですか
284,それが,先生に,あー
285,残念ながら,そう全然違いますよね,ふーん
286,えーバットの代わりをバットになるものを自分たちで,いろいろ工夫して,子供の子供の
287,それで私だったら彼女たちは私のことを思ってどういう風に考えるかなーって,あはははっ,あはは
288,格好がいいし,あー,あーかっこいいかっこいいですね
289,今までやってきたことがまちがってなかったなって,ええええあー,はーですよね
290,それがすばすべて結果としてそのたびそのたびでしたけどすべてうまくいったっていうのが私としてはいちばーん,が良かったんですね,いいですね
291,何か機会があれば彼のところに遊びに行ってみたいなという,いいですねうーん,あー
292,庸軒流といいます,庸軒流初めて聞きました,へえ流
293,アタッシュケースプラスチックの,あはい,あーは
294,軍人になるかなっていう風には思ってましたけど,そーですかー,あーそうなんですね
295,生きているということがとっても嬉しいと思います,生きてることは素晴らしいですよ,そうですね生きてるんですね
296,ちょっと絵が好きでして,はぁー,絵ですか
297,そこの,へー,そう
298,あうなることができたらそれがいいんではないかなと,そうですよね,そうですよね
299,んー誰でもあの今の子供でも憧れてると思いますがまた,あはい,そうですよね
300,えー隠居のような形になってますけどもまだまだ体はじゅうあの元気ですし,うんそうですよね,そうですよね
301,いかないかもわかりませんけどあの特には書道やってます,あー,あ書道ね
302,あのー楽しむ人生を見つけなければいけないって,あー,あー
303,就職することができたんですね,あー凄いですね,あ凄いですね
304,好きな音楽だけを入れて,ふーん,あマイテープ
305,でえー心を,あはっコーヒー屋さんで,あーなんですね
306,うーん,うーん,そうねうか
307,ほんとに子犬のごとく遊んでました,あー大自然でいいですね,楽しそうですね
308,えー感謝され褒められたことが嬉しかったことですね以上です,素晴らしいはい,凄いですよね色々なさっ
309,その卓球をあの大人の人たちとに混じってですね最初は,あはっはっはは,はー
310,えーちちぶら秩父宮ラグビー場に,あーはい,あー今度はラグビーですかもしかして
311,それがすばすべて結果としてその,ねぇ,あーですね
312,杖も使わないそれから,すごいお元気,杖使って
313,学校の先生というのは尊い仕事なんだ職業なんだという印象が,あーそうなんですねー,ほほんですね
314,いう,たうん,そうですよね
315,ひっくり返したら相手のめんこが自分のものになるっていう,あー,あーなるんですね
316,自重自重なんて自分で言い聞かせながら歩いていた,うーん,へえ
317,花の栽培をしています,あはあそうなんですねええ,あーそうなんですね
318,を勉強したり日本画の勉強を,凄い,あ
319,そうやってコミュニケーションをすることがわたくしにとって最大の趣味だと,はー,そうですね
320,まーこういう風な内容の趣味のことをこれからも続けていけたらなという風に思っています,ほんとにたくさん,そうです
321,一人でおてんばでした,はいえーはい,あそうなんですか
322,そいでえー高進にししえーということでえー譲ったんですけども,うんあー,あーそうなんですね
323,それからは随分血圧も普通に戻ったし,あっそうなんですか,あーそうですか
324,行ける自信がちょとないんですけども行ける,そうですね遠いから,そうなんですか
325,うー何十万何百万に一人しか食べらんないんだからと,あーはいはいはい,あー
326,あげるようにと,えー,うーん
327,大学チームと,へえ,あーオクスフォード大学のチームと
328,もうおー長年こういううー教室を開催してるという,えー,上手なんですね
329,いうことの延長だと思います,はあそうなんですね,あーですか
330,石蹴りっていうんですかあの道路に丸を,たた,あー
331,まーちゅう子供が産まれたっちゅうことの喜びと,えへっえー,そうですよねー
332,鳥を捕まえるという,うん,捕まえる
333,今はまあ若干歳とともに飛距離等が落ちてきておりますのでえースコアも若干落ちてますけれども,ああ,ああ
334,社交ダンスは当時はまだあの風俗関係のような,あああー,はあはあはあ
335,で車に乗せて私とあの家内をですね乗せてくれて,ええええ,わーですね
336,予定してえー計画をて来ました,あああ,あそーなん
337,えーライターです,あかっこいいですね,ライターはい
338,そしてその日まー,ふーん,あー
339,つらいこともうー70年間人生やってるとあるんですけども,そうですね,そうですよね
340,その中で,それはええ,あー
341,えーと七十過ぎまでお勤めしてましたそれで,あそうなんです,あはいですね
342,えーと学校の先生になりたかったですねそれは,そうですかはい,そうなんですね
343,えー一番えー好きな趣味はえーゴルフです,趣味はあ,あゴルフですか
344,思ったよりもあの早めにあの退院ができたことが,あ,あーですです
345,何でしたっけ,うんなんでしたっけ,えっなんでしたっけ
346,あのー中目黒の,別のところに,へえか
347,功労賞で表彰するからと,ああえー,わーね
348,まーそれ以後全然勉強してなくてね,うん,英語のほうですね
349,この三月にいーそれがあー開校する運びに,あっ,あー
350,えー方向感覚は非常にいい方でございます,あっそーですかー,あそうなんですか
351,たまたままた病気をしてしまってそれは,そういうことですねうんうん,あーなんですか
352,小さい頃は何も考えてないんですけどまーわかるようになってから,てしまいますがはい,そうなんですね
353,あのー水に薄めたあのーグリーンをね,はいはいをですか,へえか
354,始まるわけです,そうですねはい,あーそうなんですね
355,健康な体作りにがんばりたいっていうことで週に2回ばかしスポーツに1時間ばかし体を費やしております,そーですかー,凄いですね
356,着付けも免状とりそれから,おっええ,あなんですか
357,大きくなったらお医者さんになって,ああああああ,あーなんですね
358,えー椎間板閉塞症と,腰痛が,あー
359,そいで,大丈夫ですか,手で
360,以上です,ありがとうございます,はいありがとうございます
361,まおもに東南アジアにいー日本語を教えに行く,あっ,あ
362,栽培しています,はいそーなんですねー,綺麗ですね綺麗ですね
363,いうことであのーそれをずーっと続けておりましてそういう仲間がおりますので未だにそういう意味では非常にあのー幸せだなとそう感じております,本当にそう思います,そうですねですね
364,今年中には何とか一千か所になる予定で,行けそうですねうーん,えー凄いですね
365,えー旅行をするというようなこと,あーいいですねうーん,旅行ですね
366,八十八か所見つけていますが,わー凄いですね,まー988すごいですね
367,その升席っつうのが何もひいてないので,ああ,あか
368,今はじめてるところですけど,えー凄い,あはい
369,っていうか会社入ってからはお定まりのゴルフでしょうか,あーはいはいはい,あゴルフですね
370,園芸植物を栽培することです,はーはい園芸なんですね,あそうなんですね
371,いうような,そうですか,そうなんですね
372,西新宿5丁目大江戸線地下鉄大江戸線に,うん大江戸線はい,あ
373,えー大学生が学帽かぶった大学生がちょっと坊やそのミットとグローブ貸してってあーバット貸してって言ってなんと三時間ばかりその代わり早明戦早慶戦か早明戦観てきていいよなんていって,はー笑,えー
374,選抜大学選抜チームとの試合を,はぁー,えー
375,あのなんですかね末っ子だったし何にもすることがないのでよく遊びましたけれど,あー,あはい
376,かくれんぼ鬼ごっこ,そうですねええええはい,かくれんぼはい
377,今したい,そうですよね,はいといー
378,先生ですね教えることだったと思います,あ教えることお好きなんですね,そうなんですね
379,駅がありましてどこで降りても降りたのがいいのかわからなかったので思案しました,あーそうなんですねはい,うーん困りますね
380,ぱーっていうのかなそういう遊びをしましたお金のかかることは本当にしなかったと思います,あーそーなんですね,そうですよね
381,男の子達ともよく遊びましたけどもやっぱり男の子と女女の子とこう別れてあそ遊んでたような気がします一緒にじゃなくて,ええ,そうなんですね
382,削って木を削って作るとか,えー凄いですね,へー
383,えーまとめまして,凄いですね,あー
384,友達がいなくなったりして,ああ,そうなんですか
385,えー海も,はーあ,のどかですね
386,カラオケ仲間とか,ああカラオケされるんですね,あ
387,演奏しますそいで一人ではなく,うーん,あー
388,とても楽しかったですねあのかけっこターザンごっこそんな,あ楽しかったんですね,たくましいですかえ
389,いつでもうれしいと思っています以上です,そうですねはい,はいはいどうもこれは幸せ話です
390,し視察に来たことがありますで,あっそうですか,あそうなんですか
391,楽しんでいます,あーそうなんですか,はいあそうですよね
392,1時間ぐらい前に,一時間もですか,へー
393,一番長く続いているのは高校1年生の時に始めた弓道です,弓道ですか,あー
394,ただその頃はまだ小学校ですから,うふっうんうん,あ
395,本当はあのスポーツは凄く得意だから教えたいと思うんですけど,あははいひひ,えーですね
396,ピエールカルダンさんの,へえ,へえ
397,えっと,それからはい,そう
398,提案をしてもらってることに,えー,あーそうなんですね
399,ゆっくりしてそれからこちらの会社に,あそれから,あー
400,これをやりたいとかあれをやりたいとかってちょっとそういう気持ちがあのだいぶ薄れてしまいましたけども,ああそうなんですか,あそうなんですか
401,えー大連と,どこですか,大連
402,何に使うのか全く使い道がなく,そうです,あーははっ
403,あのー絵手紙の初級コースと,おー,あー
404,ぱーっていうのかな,ああそうです,そうですね
405,グローブだとかバットだっちゅうものはないもんですから,あーそうですか,えー
406,で1時からあのー受付ということでね,へえ,受付されたんですね
407,寝ましょうっていう風に言っております,あそうですか,はいうーん
408,えーの,007の,うーん
409,ことは大体,うーん,うーん
410,会社に入ってから高校ですね高校から会社大学行って大学ん時はあんまりしてませんけれどもテニスですねテニスを,ああ,あー
411,えー糸をまきつけましてね,糸をつけて,あっはいなんですね
412,その,分かれてる,そうんですね
413,ちょっと覚えていないし使いようが,はは,あー
414,一般的にいうはらちがいの子供がいまして,あーはい,あーなんですね
415,三井物産のアブダビ支店に,ほう,ああアブダビに
416,なりかたあのーもし結婚ができればそうじゃないんですけど結婚ができなかった時に自立できるように何か仕事をあの手に仕事を持ったほうがいいんではないかなという,それで,あーてらっしゃ
417,わたくしはあまり子供の頃やっぱり体が弱かったせいか外にはあまり遊びに行きませんでした,あっそうだったんですねー,そうなんですか
418,オリンピックがね7年後にあるということ,あーはいそうですね,そうですね
419,体がの弱さを持ってました生まれつきました,へーそうなんですか,あそうなんですか
420,それでえーそういう子供達を,んー,あなんですか
421,あのーまーさっきもさっき申し上げた,あはい,うんうん
422,ま映画鑑賞がおもなんですけども,えーはい映画鑑賞,おもしろい映画鑑賞
423,そういった方々の歌を今でも,えー,あー堀内孝雄とか
424,そのー誰が,そうなんですねーうーん,あんですか
425,うー,そうなんですね,凄い
426,それがアメリカで作って売ってるということで,ええへー,ああ
427,えーバランスとらなきゃいけないんで,はあ,難しいですよね
